employment,dist_group,main_mode,ref_share,sim_share
other,2000 - 5000,walk,0.021102897779573446,0.002006172839506172
other,5000 - 10000,bike,0.02352965810583334,0.02777777777777777
other,5000 - 10000,car,0.04601077851041131,0.019444444444444438
other,5000 - 10000,pt,0.06310661719139919,0.06990740740740739
other,5000 - 10000,ride,0.012425388935623692,0.026388888888888882
other,5000 - 10000,walk,8.639159974911152E-4,4.629629629629628E-4
other,10000 - 20000,bike,0.0026416428973974806,0.003086419753086419
other,10000 - 20000,car,0.030993548409293373,0.012962962962962957
other,10000 - 20000,pt,0.03167623382196632,0.052006172839506155
other,10000 - 20000,ride,0.005060710378546935,0.009104938271604935
other,10000 - 20000,walk,0.0,3.0864197530864186E-4
other,20000+,bike,0.0,1.5432098765432093E-4
other,20000+,car,0.014056919018589648,0.007253086419753084
other,20000+,pt,0.01373268963452078,0.013425925925925921
other,20000+,ride,0.003868050560621929,0.0018518518518518513
other,20000+,walk,1.2009340647531543E-4,
