iteration;avg_executed;avg_worst;avg_average;avg_best
83;-48.82464222670289;-76.9539008183206;-60.265899439734504;-38.690532098606496
84;-48.959835641745315;-76.44712254010737;-60.099573795333605;-38.68801311121435
85;-49.889556407046136;-76.48911748781792;-60.02326051203432;-39.01342863453817
86;-48.54919608792722;-76.01520933028031;-59.757200848619625;-39.07344488336417
87;-48.88936099177314;-75.51832589762276;-59.53827127434501;-38.99088277265175
88;-50.38108195616368;-75.2616383651774;-59.434395312351306;-38.92371217372093
89;-48.03919563058807;-74.79160549519017;-59.011017137285194;-38.65034304377559
90;-48.34149437429056;-74.45554668731734;-58.751511521574514;-38.656171662889385
91;-49.40586380185053;-74.59256797138282;-58.75981482516442;-38.32922754832304
92;-46.75850716580404;-73.68289470263656;-58.38248441252885;-38.405614887368564
93;-47.682488714955035;-73.40088467636224;-58.35506760352731;-38.35597442019385
94;-48.00242407103516;-73.81640813581849;-58.26765357080414;-38.20348794571427
95;-46.89249987643467;-73.37181941481848;-57.94835857856504;-37.91259569856475
96;-47.57443547589837;-72.99618279749524;-57.888348621775584;-38.40715729134205
97;-46.66427981030125;-72.49015511095384;-57.62246972054601;-38.04958974344865
98;-46.68941888338027;-72.14532073599788;-57.488375405959474;-38.17702540162846
99;-46.9485228362769;-72.13232491925366;-57.45119471987328;-38.18698952489812
100;-46.80290041310477;-72.33845830958856;-57.39334548860942;-38.2662236229536
101;-45.96432545271641;-71.77632561846373;-57.16005405348693;-38.17492469648855
102;-45.906655010210144;-71.72414150116424;-57.02962396943538;-38.12043377600471
103;-46.651457638738734;-72.66588441279096;-57.01258413270382;-38.1397283758696
104;-46.75748672219963;-72.18738664390536;-56.8611720936606;-38.17916268087204
105;-47.836151199685276;-72.06109358254653;-56.876795076105566;-38.18562488202273
106;-47.89170545484213;-72.11218106457807;-56.73738247655765;-38.137499926142915
107;-49.27760549199111;-72.47314286358964;-56.761436923486436;-38.15655363900161
108;-48.16162318971662;-71.91659508025757;-56.61612336508043;-37.98311703308822
109;-49.37619939502787;-71.72655747719786;-56.51877731175942;-38.15598085170321
110;-47.526333901152974;-71.04302590179573;-56.17818728155291;-37.79983644621345
111;-47.71751959777601;-71.64420425919087;-56.267806052479266;-38.00870105920135
112;-47.304796488890744;-70.84514973101612;-56.04943900794326;-37.85430232087311
113;-45.756289983513895;-71.1021061041025;-55.77322748438399;-37.80470325462645
114;-45.35524343624489;-70.92012133636456;-55.623167847084865;-37.68673198068741
115;-46.2879321048847;-70.92584665681785;-55.624895537019135;-37.904484351615075
116;-45.69924413401536;-70.68057485654727;-55.39829759227346;-37.77692324430073
117;-45.97881746488762;-70.17507852292175;-55.28845815962327;-37.66772054499738
118;-46.20346151789566;-70.00987629581631;-55.16529551559155;-37.93309456240085
119;-45.270646067032196;-69.90881014839435;-55.0920727028976;-37.886553196151546
120;-45.471281740017446;-69.72553483922233;-55.089010456689074;-37.92512196770769
121;-46.885178900497145;-70.40577304880948;-55.083772044594426;-37.84648652617442
122;-47.36137243644056;-70.32882105290768;-55.04569368330425;-37.84798284508157
123;-45.773495731828525;-69.74366664163178;-54.69551233758667;-37.74894740847709
124;-46.50787688582731;-69.40126031882113;-54.59656115058641;-37.86710349354884
125;-45.51863057736669;-68.85877826469587;-54.465398585857194;-37.906033792579876
126;-46.14088246146056;-69.03652255426866;-54.48122664996962;-37.798477036647554
127;-46.49434811017998;-68.89802343002832;-54.33445058567396;-37.861118948830665
128;-47.637350743737244;-70.10547913655331;-54.46590648165354;-37.96807151534875
129;-45.25226518050318;-68.90787444621242;-54.13637713555686;-37.639787215257556
130;-46.220423118364614;-69.52299687325579;-54.21491626610604;-37.639367556641226
131;-44.57858858636821;-68.71118698459684;-53.91206857218982;-37.68040665753698
132;-44.788533866001494;-68.46633303696049;-53.737394893396335;-37.47208676118011
133;-45.58641940786755;-68.43624562626437;-53.780193373831686;-37.487850408378755
134;-45.190221122180745;-68.25252660965337;-53.61404631491292;-37.37791882197041
135;-45.91759918032317;-68.93360060236667;-53.76174249962131;-37.51265706768558
136;-46.99277635506087;-68.31705076606539;-53.72536119232971;-37.69370344034164
137;-45.99751055325781;-68.55520410048476;-53.620156893233805;-37.54038085429869
138;-45.03044585237689;-67.95643592449642;-53.4613935316553;-37.41785456704662
139;-44.99245333391507;-68.22451598784993;-53.306846457828485;-37.38818609217365
140;-45.43847893805301;-68.11024928490313;-53.2701211146915;-37.61582254551281
141;-44.678566237046255;-67.88726163637615;-53.10702037565539;-37.534650779189526
142;-45.03101246321069;-67.80142009929433;-53.14429312229785;-37.755858276971225
143;-46.0576287831097;-67.53875412197281;-53.12416327206878;-37.76012511361554
144;-46.82622834615759;-67.86248485843478;-53.1874870360205;-37.65784550769501
145;-46.10905820210671;-68.19229230014342;-53.1509301225036;-37.42321369448988
146;-45.498268949674994;-67.32095572296295;-52.915709638386254;-37.53002593123383
147;-46.60370184567096;-67.37332608116171;-52.91020253495218;-37.363369116281255
148;-45.109502110631475;-67.28332270480891;-52.63548132192182;-37.17405961187375
149;-45.617166584278614;-67.09284214212843;-52.71952816099029;-37.33914501501643
150;-44.760217647718086;-66.83018010732899;-52.56691645692844;-37.55708564550969
151;-45.41480327142403;-66.91696508756492;-52.58870762591786;-37.68532092975735
152;-44.309236244659346;-66.59243828539873;-52.33290375364023;-37.264782576036275
153;-45.36991181572726;-67.11820847370224;-52.5143127436739;-37.673598465200165
154;-43.256998901450736;-66.22926341687625;-52.09133344610751;-37.35063043084281
155;-45.00533081963455;-66.80784436051928;-52.27106174115962;-37.611415498612295
156;-46.3651189501506;-66.91453122244319;-52.30158678625723;-37.49037338766042
157;-45.78750178526468;-65.88153047580934;-52.08214055542724;-37.68128104569914
158;-44.05856835656665;-65.70945364953458;-51.872881290589284;-37.51750784968803
159;-44.626139821176075;-65.52697308018153;-51.83786953438344;-37.59306524435131
160;-44.496565086684974;-65.45006126462829;-51.74957612164735;-37.38545893325489
161;-44.28496626101755;-65.40755624495198;-51.665105239964866;-37.46584096232453
162;-45.301207979474526;-66.55593175107423;-51.78212188262886;-37.401691030080244
163;-43.78072641386323;-65.1674512673575;-51.373963102736155;-37.1525764160853
164;-43.820493601871334;-64.67905951278671;-51.291524250232385;-37.29378258048119
165;-44.43404111526862;-64.7070903411149;-51.269071246660026;-37.53776658250765
166;-44.15452012923962;-65.4493833717828;-51.26842078331706;-37.22385834796529
167;-43.75314408801027;-64.41111261984337;-51.07503731260531;-37.1966887352762
168;-43.63381172937766;-64.65025344291165;-51.05612131229849;-37.33708271395729
169;-44.86849576307434;-65.09863483719958;-51.20996093055181;-37.174262691149764
170;-44.94473704824433;-64.85703132382858;-51.12762264454806;-37.13531308666791
171;-44.81954273816633;-65.47372321043406;-51.0675862912563;-36.96605968045143
172;-44.967937960014844;-64.623877984483;-51.003955114082935;-37.175006083870954
173;-45.21873787523988;-64.94428354844709;-51.05286770620058;-36.98017803865035
174;-45.640272360806144;-64.82597928720058;-50.999796390772026;-37.16852866367165
175;-43.71290834474116;-64.59786906409582;-50.819138732207946;-37.061316526119846
176;-44.23654957174614;-64.50495264853947;-50.82563029380634;-37.185212058151876
177;-44.26816184540398;-64.83220763844766;-50.74914415587841;-37.05261586040854
178;-44.426121901115174;-64.48343774064627;-50.58743029622226;-37.039810871675414
179;-45.587653779549775;-64.65230729098795;-50.63559111486668;-37.00599358092034
180;-46.02107055317798;-64.63725131132819;-50.57609111395359;-36.99024264787708
181;-45.04266509857625;-64.01713791065214;-50.36279751058494;-36.934325559396584
182;-46.30928410164172;-63.6985575663257;-50.404061147962345;-36.9938387727788
183;-45.21230142923332;-63.95608840300885;-50.23147040049185;-36.821078116207765
184;-43.7069181103391;-63.2871051833809;-50.068105115871354;-36.945475564148445
185;-44.68419126551685;-63.759197966331136;-50.10689182216207;-36.92307066979909
186;-45.89250238628692;-64.21081875319241;-50.270111370710396;-36.89231763701797
187;-44.105064908555306;-62.83940039881509;-49.87436107185363;-36.9150652726922
188;-45.01211835387748;-63.33767096362168;-50.031847402232025;-36.910392952125704
189;-45.37218704106076;-63.23283336568937;-50.0929086911791;-36.936725724924685
190;-45.124153653844814;-63.27078400832342;-49.99075879750296;-36.99705446128763
191;-44.816852084560054;-63.19937192481302;-49.926709157382525;-36.87147776249176
192;-43.90058911426819;-62.42277518166705;-49.775612450888865;-37.07332634494169
193;-46.1067879019373;-63.36109262607986;-50.088989158861274;-37.27284473638929
194;-43.68085972604838;-62.14222634458303;-49.62178896481405;-36.91331713738857
195;-44.3496724170588;-62.10681915884079;-49.65704339756073;-36.808770895412415
196;-45.2599111397731;-62.87148332455355;-49.696796045140765;-36.70236468788091
197;-46.29515565365339;-62.7693244007379;-49.725130694657686;-36.89134671025846
198;-45.40838330203876;-62.56663021663336;-49.522917018443245;-36.87026812940325
199;-45.444024696784545;-62.23277997701107;-49.4212212216739;-37.04512224675005
200;-44.084087293140854;-61.52824349900609;-49.167809058532534;-36.99678280307116
201;-44.595883419143945;-62.54889575681075;-49.28453612758933;-36.88793607931347
202;-44.57960823697965;-61.750321551783;-49.16086035156328;-36.87938616649811
203;-44.83848839139928;-61.72617708848237;-49.181028034832785;-36.90783019133512
204;-43.95714095783345;-61.532077719894275;-49.058305898615565;-36.71339485106983
205;-43.55395683439143;-60.90952938212399;-48.838886874797765;-36.655263726835926
206;-43.560378598929525;-61.332254716292;-48.812611226757554;-36.675373670100356
207;-44.13088747943474;-61.5426810050692;-48.87012307460525;-36.86786278387173
208;-44.64409219326298;-61.40035925014058;-48.84194455770274;-36.78299593816308
209;-43.67940840866792;-61.288035307870516;-48.79223604200518;-36.79730460210085
210;-43.07460328450065;-61.516700993793776;-48.77433923196893;-36.9376490541514
211;-43.02017073583727;-60.91226931311934;-48.676770428759724;-36.87328646905793
212;-44.18306666098791;-61.06079505313301;-48.62224937221053;-36.755914775287415
213;-44.72015877916621;-61.729107427274485;-48.625545475528334;-36.706539667331676
214;-45.20880082811166;-61.72162925828566;-48.61286812945592;-36.58790644273765
215;-43.717141074922395;-61.03011043747717;-48.45204240484847;-36.62859084141382
216;-43.895343325313306;-60.872605789025734;-48.3510014649722;-36.518713172283796
217;-44.49171456036345;-60.693283698276204;-48.41253050003448;-36.74210576711739
218;-42.932960922527094;-60.05862406403737;-48.062365997652634;-36.4776201176499
219;-43.88463233894774;-60.19400157183332;-48.119017029622775;-36.55574192810393
220;-42.89781913429048;-59.96451618567552;-47.97462596289461;-36.40560508177702
221;-45.20215512106054;-60.99223317519274;-48.229731386495864;-36.3198842793897
222;-44.53642363264412;-60.60587235275316;-47.994818483542005;-36.43045897805478
223;-42.204654457412985;-59.4699994136943;-47.629486965872225;-36.38052982064329
224;-42.13650711487748;-59.62587596250648;-47.55782065738926;-36.388895339009544
225;-42.050101221077846;-59.17480403808398;-47.476205229142124;-36.40681605321837
226;-42.81938797405767;-59.49646121571131;-47.54947926859408;-36.40909069574665
227;-44.137453637672536;-59.920145298121916;-47.69198853358715;-36.69321245173339
228;-43.92113154712583;-59.59313942829786;-47.550164839574464;-36.711088797524546
229;-43.113324891532336;-59.26864901195575;-47.37892571586864;-36.55724444142843
230;-43.94637507922068;-59.50553279497197;-47.47984657008218;-36.43362077900094
231;-43.81726640973786;-59.67581845876902;-47.40165170066801;-36.49869549561799
232;-42.87576730860942;-59.36764034978574;-47.20160727965502;-36.381660111525335
233;-42.00781580788929;-58.907890350243584;-46.98745724090931;-36.172525128740276
234;-42.88544874322398;-58.53916899101498;-47.00948751471168;-36.21866939773474
235;-43.58177721854158;-59.568105013191385;-47.154916266942166;-36.341307880235654
236;-43.629576037200046;-59.33569968156305;-47.08297174919768;-36.21936997836791
237;-42.65665898825588;-59.00236153464326;-46.87438129680061;-36.32754800859757
238;-44.04818088911468;-58.94184607383189;-46.945049856960836;-36.37900244426004
239;-43.28084897604211;-58.89610592501717;-46.86328127814442;-36.536645269814386
240;-42.18870486496529;-58.20504042534712;-46.63361192971036;-36.3477855992718
241;-43.31470538387137;-58.96449339850422;-46.78607973021285;-36.40259128023874
242;-42.07388615991249;-58.207958718422056;-46.5690752478122;-36.3822678920499
243;-42.55554247551888;-58.14342322286851;-46.601453307644576;-36.53370855375213
244;-44.11177589114089;-59.03563696036598;-46.74206390750301;-36.670547635049935
245;-42.470985786831505;-57.69412811296756;-46.34867821265666;-36.36754967644089
246;-42.846184496062946;-57.658442936041894;-46.41422140501795;-36.52600433808657
247;-43.62392564322125;-58.47539574138641;-46.496753344891395;-36.59795522881327
248;-44.75922156647171;-58.58685823359721;-46.511934657567075;-36.56899441853638
249;-44.1638175191111;-58.50964653418465;-46.45360329498451;-36.427976204444136
250;-43.7860582208294;-57.77160431156288;-46.34924685238211;-36.36963216828879
251;-42.59686061089364;-57.565692722762066;-46.203173305391665;-36.377665558628955
252;-43.018670785344966;-57.49182638002679;-46.20797061410679;-36.451158624675976
253;-43.338366924243616;-57.944841925419915;-46.26842720658481;-36.35759827939375
254;-42.62719329535783;-57.779961252834745;-46.211469053428864;-36.510818921684866
255;-45.136971288502316;-59.486755549257566;-46.53958438473963;-36.578356287035625
256;-41.75858812260819;-57.03536323369624;-45.88983695440219;-36.2930336071511
257;-43.02520308625392;-57.31692885093317;-46.072093724043604;-36.46963207279435
258;-41.79622668838593;-57.105303275684584;-45.93580300605782;-36.33566014109086
259;-41.43026593916421;-56.738635601323104;-45.857971194849014;-36.2860990435711
260;-43.10146075149051;-57.05386014125327;-46.00438220881652;-36.33464095983658
261;-42.985173268000295;-56.72138423009213;-45.9775275908274;-36.63370221389815
262;-43.76457711238257;-57.38297724721216;-46.093867848347806;-36.45596873393288
263;-41.66348679804443;-56.27982478072455;-45.75338480668725;-36.33099886256533
264;-41.55010391380392;-56.09541825349787;-45.72043948507073;-36.52920154157578
265;-42.64124321368001;-56.55621340889685;-45.77370929433839;-36.22589574458216
266;-43.24694928060757;-56.89169081050967;-45.78148982271143;-36.3723871433497
267;-43.88810898636108;-57.41661566180955;-45.8646030432529;-36.450492918062
268;-41.85086004341259;-56.49717293517509;-45.573823937809316;-36.227812950086125
269;-43.88662809028752;-57.130443105801355;-45.80417297769175;-36.29625588407629
270;-44.37305215076311;-57.13789660714839;-45.8506567178374;-36.513906433854636
271;-43.92556257011468;-57.06086277944477;-45.83072435880691;-36.423300056652295
272;-43.447053484201824;-57.23286357957719;-45.808373987806384;-36.499199284000575
273;-43.71439589878353;-57.21676768266576;-45.82372675425791;-36.56200528086669
274;-42.766042442885144;-56.735550894403204;-45.625549981195206;-36.25915973728707
275;-43.90084297693207;-57.036018339277206;-45.763268327063685;-36.52267309694708
276;-42.99112695848709;-57.058841551087134;-45.66626437082311;-36.37529309844715
277;-43.14544367022644;-56.46451696778254;-45.532714921956085;-36.35578964046229
278;-41.53974128299771;-55.848691514915565;-45.29897939315295;-36.24031588261405
279;-43.864762604793185;-57.26649192437942;-45.61418287723787;-36.33402983310306
280;-42.40959782375628;-56.031384229284434;-45.3840729998144;-36.38704795133116
281;-42.048276142136835;-56.05041752706497;-45.375013039266605;-36.38210444749464
282;-42.05514533729833;-55.61946917163112;-45.34156758254955;-36.43479729884086
283;-42.357588389491;-55.98342079589763;-45.32815442509758;-36.49183852366737
284;-43.41921536621466;-56.34344827376248;-45.40557239672353;-36.484136350666745
285;-43.0390746599524;-56.074703808359445;-45.26445924096411;-36.458473199223704
286;-42.70945679115522;-55.734484920121005;-45.19388857288419;-36.563705217956986
287;-43.19717812465631;-55.85649853840418;-45.17108728441933;-36.47911682885179
288;-42.68559690028293;-55.46747622285606;-45.03597302524788;-36.47835060386976
289;-43.951644970417966;-55.978279606412066;-45.20942522370516;-36.4894031425121
290;-43.41154491400951;-55.34848255399027;-45.06752001618481;-36.384693603881644
291;-42.87264038814721;-55.573035333957975;-44.98920673044287;-36.46333655821364
292;-42.424406221448976;-55.34282466310677;-44.87944759722534;-36.431393022342824
293;-42.114473055731715;-54.838975219462036;-44.787133451976985;-36.207493329247406
294;-42.30116641279047;-55.42895173321048;-44.822716448920644;-36.24697038971397
295;-42.34393457852368;-55.03605895632389;-44.76373500291516;-36.16191708279849
296;-42.65233664821686;-55.21742523582674;-44.79069381772357;-36.30560194520251
297;-42.49323529207494;-55.30648714450029;-44.81860474742633;-36.4303020044826
298;-43.14658006122939;-55.275261024057095;-44.88919236911537;-36.519256292292305
299;-42.196954343177026;-54.76890158764654;-44.70236170834163;-36.3832457502576
300;-43.19365262169747;-55.298952258419014;-44.71390582710073;-36.35974779266428
301;-42.79328169243655;-54.63944085727596;-44.64645735224357;-36.640389302278436
302;-41.63600847098964;-54.27656290855433;-44.5085143035021;-36.488280439560334
303;-42.45675655818576;-54.83319449636366;-44.67799087230767;-36.631056166663434
304;-43.57621740465096;-56.17094364463795;-44.88916649915062;-36.36992881680086
305;-43.038537962961804;-55.74460815607874;-44.744668849756295;-36.528237530093364
306;-42.1520183388359;-54.83204661237257;-44.55128032629461;-36.586529545957966
307;-42.34216635174168;-54.819298375440404;-44.574793976879725;-36.43812088173113
308;-42.35216767567923;-55.12001814937568;-44.605678992003995;-36.475169133212944
309;-42.65697111824157;-55.115568140529476;-44.66636323538366;-36.52087980489827
310;-41.363618402685134;-53.80339090849759;-44.3434036877006;-36.274416564425636
311;-43.427511615854655;-55.134744820367;-44.64124246284495;-36.517178194537536
312;-43.883138346786815;-55.474419282409336;-44.70576626852738;-36.50508796406244
313;-42.58253660736486;-54.69652190146022;-44.49394405926133;-36.270406168092286
314;-43.18165499706883;-55.31211031520652;-44.603598831258694;-36.2774932274968
315;-42.40534314344477;-54.67889642042969;-44.433935735800546;-36.40609549536738
316;-41.10509271129631;-54.356808538762714;-44.280839874221996;-36.196362822710945
317;-42.94890187938037;-55.185754516115374;-44.470730196787095;-36.102519414060765
318;-42.4092064070741;-54.621621357149984;-44.36157055585887;-36.20986755484854
319;-42.61274896725409;-55.116061323169035;-44.41111511669691;-36.27612823288341
320;-41.67769639107513;-54.380758695600974;-44.19395025392164;-36.1952017461493
321;-41.64557432749939;-54.40701330869515;-44.15662971242389;-36.16297785834314
322;-41.508315707020124;-54.00562537555104;-44.08631277196585;-36.179695454609885
323;-42.16990817453664;-54.273140864605814;-44.17574787590937;-36.12049859830904
324;-42.08466960313506;-54.86143189340678;-44.191404336083366;-36.17993714435487
325;-42.48813341779082;-54.317882252724566;-44.17043967683422;-36.178692431178234
326;-41.2899351831843;-53.5584883985401;-44.007570125738134;-36.319451610368766
327;-42.561479670739395;-53.874058810814475;-44.14548738107136;-36.292370108605034
328;-41.39299190581137;-53.73030664387012;-44.00659578695369;-36.16551252304194
329;-41.70002127052569;-53.58329021430639;-43.93581702251793;-36.131362291617904
330;-42.96604219649154;-53.7092028511589;-44.01172359385946;-36.179604005206
331;-42.575974920456794;-54.060099031856666;-43.968599886574445;-36.13888805421812
332;-42.1961096044019;-53.67872392171724;-43.87611778755966;-36.05936835887766
333;-43.12741051731582;-53.77878944079323;-43.9786608282845;-36.15911611771231
334;-43.17341893967709;-53.69391464383401;-43.918380026385485;-36.246401781188766
335;-41.82552736638456;-53.367896860061904;-43.77341410671376;-36.22580178397389
336;-42.50038053113167;-53.5195823369431;-43.80816694075619;-36.053126822430016
337;-42.25213299596501;-53.69147836638363;-43.71427793507526;-35.94257545539333
338;-41.47523885155419;-53.60235308395289;-43.62826442120629;-35.937852733197026
339;-42.28485783210617;-53.49724363502865;-43.69291780433632;-36.02134133261056
340;-41.86230109508937;-53.48254619318526;-43.6245079478821;-35.91780473354627
341;-40.917117058798674;-52.850352092550686;-43.53490600801644;-36.02409338841325
342;-42.08920182156093;-54.32500928543329;-43.72421031922395;-35.94896377009539
343;-43.18171509546357;-54.122895872701065;-43.79080436449608;-35.95304614756558
344;-40.82690086270284;-53.01882299424405;-43.408717075496305;-35.843645440543476
345;-40.89428328756352;-52.70265820917501;-43.40161793666792;-35.91397339603576
346;-42.63466644386238;-54.009605608789464;-43.659191562377714;-35.993752184727335
347;-41.821864218717415;-53.48508554315549;-43.5773960849293;-36.019105031622594
348;-41.46871562764607;-53.064490997387935;-43.43309298981604;-36.039151302718814
349;-41.92247616820396;-53.194842742446895;-43.4741322416264;-36.039788239354046
350;-41.72573430422788;-53.0578001661846;-43.424369586065346;-35.99519950841964
351;-41.54670295048277;-52.99145067815351;-43.384044281929974;-35.86214424944319
352;-40.76072205828846;-52.34461555732342;-43.18375900615624;-35.77553533961033
353;-41.416442133897824;-53.1833803524357;-43.29081470388733;-35.91329195258058
354;-41.739505987072825;-52.64845177862361;-43.28745113814733;-35.95707163098037
355;-42.36625783937592;-53.47495259094655;-43.34656426204747;-35.908628104851765
356;-42.83499987158156;-53.32297367401889;-43.35517303776766;-36.018423274773205
357;-41.61504306480961;-52.056271804350814;-43.10686945074605;-35.8839527672695
358;-41.071041636349364;-52.05081032117513;-43.01376003681999;-35.78811644109115
359;-39.79386324011524;-51.03892004122644;-42.819926328883774;-35.70677156331572
360;-41.18948319893049;-52.09179546489678;-42.99288730208691;-35.79606063691105
361;-41.44097648218145;-52.41541524507725;-43.02931232340616;-35.820570143136074
362;-40.395633185716385;-51.583492028234325;-42.797342380830095;-35.62573956817868
363;-40.93618974807918;-51.6149382691805;-42.8615416688433;-35.9176766112648
364;-40.60032498611513;-51.52883992796613;-42.81422983915958;-35.90683250063168
365;-42.07927798734822;-52.54415755535716;-43.03051031054155;-35.7619134356521
