iteration;avg_executed;avg_worst;avg_average;avg_best
0;68.18165010896878;68.18165010896878;68.18165010896878;68.18165010896878
1;72.60532990462295;66.30846483159657;71.2678676259596;76.22727042032407
2;76.1843183681781;63.97286947749754;73.22348940063384;81.9275424992018
3;79.71625281978298;61.84106244785991;74.90982365536753;86.46888951211729
4;81.47556358948366;59.33551838013796;75.75623224050982;89.46764611532741
5;82.55697220692718;56.844392006724824;76.4163297882449;91.8276598846486
6;84.59029185019733;55.075191299901554;77.34187145004297;93.9759637879947
7;84.91438394733946;53.68922368344335;77.87028248581764;95.22624368808614
8;86.57131139517035;53.44753178235618;78.84990262441774;96.48047131380669
9;87.20696696767673;53.89446730147904;79.88738825761143;97.45798911289006
10;88.30242259153856;55.39731863743609;81.04973115127855;98.22045116623094
11;89.04508881192777;57.29913557547472;82.28789201531168;99.00620003898693
12;90.29561146020086;59.982588517854104;83.73147459137147;99.68084162336399
13;91.00156546648608;62.46493657870696;85.03058649592279;100.28472749805276
14;91.70556862597007;64.98612656364524;86.32500168530237;100.8087236813322
15;92.20373393119573;67.22399081349695;87.3799516878606;101.11132565188046
16;92.81135740186988;69.37864314596321;88.53818329963892;101.60206803456194
17;94.22204689235626;72.01037211277297;89.75029406876837;102.06683794272935
18;94.82290321910365;74.1484781410267;90.83420192080634;102.5559963959896
19;95.18581684834278;76.06552558930491;91.75379163065026;102.79478726066114
20;95.34627243099234;77.84343812245159;92.56062140468647;102.89959124048627
21;95.8190593238102;79.38074759259358;93.35259487177154;103.16363369338518
22;96.41051037944663;80.98306292248012;94.09988676134567;103.42602525515558
23;96.87175749932402;82.06033883363915;94.8010465410968;103.75692753068103
24;97.01197683904846;83.20110986883827;95.35305978380634;103.94904653030902
25;97.67889251179855;84.44035950717077;95.97920134148345;104.16946013462211
26;98.22962597464866;85.3747820378904;96.56227749659931;104.51681932231072
27;97.72889869141113;86.03244741155872;96.88312277901355;104.37123804592548
28;98.20756546990779;87.02718235491459;97.33040480420512;104.52524602175386
29;98.57485088112799;87.83928464736927;97.77667682182835;104.73794088538739
30;98.9449266088789;88.65435709289842;98.19613012202244;104.86831092424423
31;98.86536305763782;89.06159323807893;98.50354881029905;104.98982989840925
32;99.47822572884034;89.99986805418642;98.90255250322059;105.1319640780655
33;99.56319479341023;90.42849432047589;99.21261936735728;105.29374389002133
34;99.69724385983685;91.16212284860413;99.50844948199722;105.3762479637934
35;99.88469071047516;91.53570201890645;99.78937275235566;105.50431574919482
36;99.73959711574769;91.69277703769784;100.01537490856408;105.58002944203487
37;100.0469893613817;92.30143903720474;100.29410694359402;105.64011841104659
38;100.50341973073986;92.77782490342315;100.57897096879381;105.87857274912929
39;100.90366386473812;93.33783927003175;100.87379425309054;106.02249745887711
40;100.75326247355643;93.68205592248069;101.0612178519265;105.99048893417978
41;100.69873570409604;94.02824966204408;101.24898095589793;106.01846253947056
42;100.86588137477388;94.22153790876425;101.4498352137379;106.17885942099171
43;101.34724728041128;94.90880807183689;101.71177618116404;106.2792688410139
44;101.27530568871443;95.08014392258683;101.8754868726953;106.35292224727546
45;101.38126239789774;95.32141957477538;102.05793583488634;106.46341943026353
46;101.4133302813054;95.68060120496236;102.2233841074543;106.48367116969602
47;101.72037902274327;96.13959803103197;102.43310092487471;106.49762490275305
48;101.82938626766678;96.45805036949437;102.60048367459986;106.58469639395447
49;102.13505855264529;96.78278372911099;102.79937115778756;106.72968435457001
50;101.75365550984314;96.87456959984276;102.87750701181402;106.67098212311646
51;102.06434009648956;97.29168799338919;103.04457052095118;106.67774360777969
52;101.98670683793614;97.36000957263316;103.15038151496529;106.7741284004673
53;101.98608179465273;97.59056867918412;103.2682964464171;106.79684504543316
54;102.47341078842938;98.17241644476323;103.45535916078552;106.84981370013652
55;102.40968692467493;98.0907924726829;103.5545205071591;106.95811496453811
