iteration;avg_executed;avg_worst;avg_average;avg_best
0;14.566890177563385;14.566890177563385;14.566890177563385;14.566890177563385
1;17.14009036461301;16.621227186432655;17.106012770762725;17.5907983550928
2;17.594988683588394;16.743871004012675;17.810742043533043;18.894368592637694
3;18.332510156668906;17.08476524703896;18.37475951544899;19.703437154397275
4;18.71053960951412;16.451036265631753;18.395874855112623;20.308348824101184
5;17.92320955502587;15.595251240381986;17.95835519115869;20.314770409229936
6;18.16128928947384;15.12858858615178;17.717696022688912;20.34245479086187
7;18.646040192884023;15.0082743765124;17.681183484443636;20.423855035667657
8;18.983270758751292;15.286678239130316;17.813859364398336;20.455169302211168
9;19.115159242625793;14.904741291858445;17.749801497298755;20.68890815583425
10;18.7036077522853;14.191199176508416;17.322689569428476;20.59415785831348
11;18.947653629767697;14.081598322513663;17.290491951015017;20.80862198969638
12;19.104295861920598;13.977541549420957;17.274094885195645;20.88523047492675
13;19.386968401275546;13.991930389039522;17.294841672644868;20.93387083834826
14;19.016929838286693;13.756531563413702;17.18498675462775;20.784429293103663
15;19.0445296395664;13.872180658765746;17.367821402923866;21.07943434158541
16;18.77198617060141;13.677192601349839;17.182025137710294;20.992833287268372
17;19.12378597835122;13.486579278192671;17.067746953660492;20.99811392377688
18;19.440906130007686;13.42783450976074;17.10234385401169;21.03998713078735
19;19.343378882937113;13.322956385449638;17.185019646082324;21.07190650952997
20;18.92542142857072;13.326547110704105;17.164740123021524;21.070280476006914
21;18.918580143021316;13.256550535158976;17.138416764371968;20.99904498246494
22;19.130408988398894;13.331907180883212;17.224392952445555;21.061222732390952
23;19.30425482115761;13.31783022246953;17.29191937837518;21.07169971193851
24;19.016733580272458;13.30025734010456;17.251927416533302;21.084207191208776
25;19.051237990053487;13.294357771639813;17.24712017335477;21.144801019541703
26;19.121326886608948;13.243168560033256;17.237660421657353;21.137150183187472
27;18.819389917895123;13.26703652687783;17.191721586744926;21.10318938330708
28;18.7763219923281;13.305136931408304;17.152811701951055;20.954987919860795
29;18.65864050752376;13.287890591574564;17.17665694420864;21.061089211448554
30;19.02540408733203;13.330281415241867;17.232324037849402;21.08921341397814
31;18.89149494489539;13.371974681954185;17.223839767834594;21.100171975845573
32;18.980698514204573;13.33489087361645;17.227010195215463;21.21020125196569
33;19.117893499405373;13.409313885706132;17.25951009280197;21.15729522637242
34;19.326313954815255;13.304693729837082;17.22634284811238;21.20116994807433
35;18.95009598188032;14.016829027668354;17.448955198087795;21.272703906538073
36;18.889422413941166;13.719480094163265;17.32117677619124;21.20322969633106
37;19.415070697613725;13.792035145654895;17.418413670860065;21.280691887890885
38;19.292937638134642;13.718413226241543;17.386384035750837;21.21915476329525
39;19.537702560597708;13.670427128837906;17.341735103943144;21.19869100005288
40;19.331452042308918;13.71069006012984;17.43259424816913;21.30656131017224
41;19.137378299568702;14.04040824658275;17.493575165833555;21.228586626404876
42;19.263990094910156;14.026758455962144;17.478253134565062;21.177702350173817
43;19.161582129640852;14.046796029906039;17.528944860364224;21.233465961577334
44;19.052920909594388;14.13469959245459;17.53260300011299;21.237831660006947
45;19.1994931836653;14.284486093486315;17.59906670915126;21.235563054637684
46;18.970686424916394;14.225368883201346;17.553671083328368;21.26964616425674
47;19.34831916275972;14.273214163825468;17.59820454470899;21.24250229172495
48;19.310595239968876;14.637701358117823;17.68996467101468;21.276278605784263
49;19.52616834104081;14.714690269233335;17.76429106461387;21.232286156055583
50;19.641683725056755;14.814343979217536;17.82897772465391;21.303873039888945
51;19.44361050263266;14.819695473660397;17.821251543922404;21.279565214199533
52;19.360728642359685;14.888426032501949;17.85468107480968;21.297263373551733
53;19.37802371611177;14.911616385398588;17.856152869632652;21.312153112066703
54;19.611863859528327;14.851921087978184;17.85514532516133;21.321817734048068
55;19.56250283329954;14.949754317985906;17.903419216142908;21.304062490489223
56;19.200475270395447;14.962860957679318;17.889959040985577;21.250627935817228
57;19.3237516095706;15.058166948512557;17.96173108874799;21.315083576550197
58;19.57523953516555;15.20939672736977;18.010070625805206;21.270406138251698
59;18.674928246537913;15.001886724070403;17.926525090713294;21.21674340079269
60;18.95413219590408;15.119626593387878;17.994062834134894;21.247659230472557
61;19.042761843410915;15.385849605931815;18.05667301076912;21.24441841070109
62;19.06157688206866;15.505569331562178;18.092877248939665;21.290273279396335
63;19.060704862268544;15.433539000650166;18.10094310406651;21.28450722488529
64;19.240343465331563;15.460959687360218;18.12682622240387;21.295807823647515
65;19.2805375810956;15.491909506937954;18.169774964358886;21.281358924225316
66;19.280195068286766;15.512051312399375;18.21151028599069;21.335213971868203
67;19.206370997820756;15.537958835860746;18.24399902822016;21.33413944424632
68;19.081516721157787;15.316492204780152;18.224577228787897;21.272746845125575
69;19.41928301983249;15.740027649623082;18.345252451625566;21.329133128753053
70;19.44898205761114;15.764200100014907;18.34020812737184;21.31289151638667
71;19.659532393548297;15.909900189839304;18.398666359776623;21.29885039234096
72;19.545779034695467;15.907069141591231;18.407412513033876;21.36661308859573
73;19.440957426518064;15.918998895895964;18.429515156827073;21.4164648269916
74;19.030768155759084;15.94282218218556;18.42492799999961;21.429374920487163
75;19.41721466415334;15.996765448320266;18.48285186831876;21.416752679253324
76;19.292148453222683;15.999782877347725;18.45201568114701;21.354876276671842
77;19.491697048128565;16.04552823752302;18.494066984663366;21.384653983207134
78;19.010092306204324;15.758829031555637;18.447798557743017;21.38340905261098
79;19.554179989273475;16.155416288811445;18.577513073931065;21.41785294153406
