iteration;bike;car;freight;pt;ride;walk
0;0.16639387481600282;0.2619186238108838;0.030213985983259;0.2125579453830437;0.064223257244546;0.2646923127622646
1;0.16176373662587604;0.25216402662741394;0.030213985983259;0.2055715446975855;0.07933299646286003;0.27095370960300547
2;0.1599072873871301;0.2447931542061208;0.030213985983259;0.20299558406749127;0.08846694641562493;0.2736230419403739
3;0.15870444009930357;0.23979502164026628;0.030213985983259;0.2003097743700156;0.09702418876463739;0.2739525891425182
4;0.1594678911176044;0.23217698881736495;0.030213985983259;0.20040863853065888;0.102494672320232;0.27523782323088075
5;0.15827602873651603;0.22940329986598415;0.030213985983259;0.1992717006832612;0.10677329349473823;0.2760616912362414
6;0.15723795504976162;0.22694268075664037;0.030213985983259;0.19956280071182195;0.11105740712261353;0.27498517037590353
7;0.15657336819210405;0.2228398180899444;0.030213985983259;0.19995825735439507;0.11282597710745436;0.27758859327284313
8;0.1581881494826109;0.21951139134828745;0.030213985983259;0.1992936704967375;0.11461651690577147;0.2781762857833337
9;0.15832546081683765;0.21667728540984688;0.030213985983259;0.20067776874574336;0.11734626623019971;0.2767592328141134
10;0.15806182305512226;0.21491420787837512;0.030213985983259;0.2031219104949799;0.11695630204099568;0.27673177054726805
11;0.15886372124700662;0.2131016982665817;0.030213985983259;0.2023694443834172;0.11949381549750643;0.27595733462222904
12;0.1612584309159215;0.20919107146780325;0.030213985983259;0.20361623129819628;0.120855943933036;0.2748643364017839
13;0.16083551200650306;0.20575828811213392;0.030213985983259;0.20458839554452182;0.12272887053188919;0.275874947821693
14;0.16324120658215613;0.2045005162906167;0.030213985983259;0.20444559175692598;0.12214667047476767;0.27545202891227455
15;0.1635817386910385;0.20307247841465825;0.030213985983259;0.2070105674802821;0.12070215523870202;0.27541907419206013
16;0.16323571412878704;0.200650306478898;0.030213985983259;0.2084990223433003;0.12055935145110618;0.2768416196146495
17;0.16586110683920294;0.19796449678142233;0.030213985983259;0.21005887910011645;0.11956521739130435;0.27633631390469493
18;0.16621262385482347;0.19769536656633785;0.030213985983259;0.20942175450930423;0.1206307533449041;0.2758255157413714
19;0.1677889579717468;0.1962892985038557;0.030213985983259;0.20967440736428147;0.12197640442032646;0.2740569457565305
20;0.16743194850275722;0.1958389173275919;0.030213985983259;0.2109321791857987;0.12187204780631412;0.27371092119427903
