ITERATION;avg. Average Leg distance;avg. Average Trip distance
171;3925.907893857195;9491.624946227077
172;3921.3001133572616;9488.97820914559
173;3916.0602541294747;9480.346014880904
174;3926.6967308510007;9490.033866207643
175;3915.6641379219705;9472.77129995695
176;3918.9858128871774;9482.154507898906
177;3916.3297094653008;9477.66921091982
178;3914.29636118072;9481.463303661112
179;3922.050162447427;9487.850425933653
180;3918.6835626211764;9485.908281794258
181;3917.380144716755;9486.373331599823
182;3920.7427298698394;9483.331387449502
183;3914.6609393238273;9481.700511159095
184;3911.5400419143607;9476.508277543733
185;3916.7518243193094;9488.198198036242
186;3913.811677164288;9484.393759863255
187;3919.187382820747;9483.57271659737
188;3915.14489596419;9488.988930785443
189;3920.290938400812;9485.175687058148
190;3912.159096836037;9471.66313845386
191;3919.606484679286;9477.489455701621
192;3919.4507840092538;9482.046449717172
193;3912.235793788027;9478.2077105527
194;3905.1933748417737;9469.483282822213
195;3917.926505529748;9489.893704710472
196;3909.844842676357;9469.159698411595
197;3915.970976984518;9487.32766823383
198;3907.752484623229;9477.389204548877
199;3919.120105725631;9483.29364796369
200;3908.4528207918274;9476.948232877432
201;3910.676548967838;9477.133145658387
202;3907.6632497544515;9467.65146581034
203;3913.7570062326863;9475.16562310163
204;3906.6997666866278;9471.251710165792
205;3906.088379014489;9468.29406987266
206;3912.3040344521005;9476.881973162956
207;3912.4011262670333;9476.073634489638
208;3915.6815237339097;9477.506741619125
209;3909.6319394601996;9471.456065228555
210;3911.1432316835208;9471.187448725055
211;3904.3310578387845;9462.021294363747
212;3901.9815839993908;9468.910630959961
213;3905.4677234245137;9461.591501183344
214;3908.112355186536;9467.108722919707
215;3906.4419761207214;9467.373241783842
216;3907.731563329615;9472.433811501798
217;3908.7280662009975;9462.083949725902
218;3903.8401270105746;9460.764404968584
219;3909.5053142816555;9475.622664940758
220;3905.2480672846477;9461.33658460477
221;3905.458180526066;9471.195878115299
222;3905.07755357869;9478.559947156386
223;3904.8936761067002;9476.07579387489
224;3901.096365999875;9470.320782074634
225;3904.2683077158363;9469.04573264105
226;3908.7306392811442;9469.924744464086
227;3907.6923491152256;9469.401167926871
228;3900.4745343259488;9463.467780856114
229;3900.5476996263797;9459.599493554699
230;3906.976135766165;9467.764399644231
231;3904.4170919346093;9462.450349099918
232;3905.7987146933847;9465.556177032497
233;3904.6368252934903;9464.025019076724
234;3907.2461858306656;9469.537130932113
235;3901.315079242871;9466.998363474724
236;3901.011202322988;9460.018868325942
237;3899.868922853367;9453.20039365814
238;3901.906889601617;9458.285794353089
239;3901.6181780765146;9464.743720476506
240;3890.6820341612965;9450.777244828574
241;3901.274373188245;9459.104369466886
242;3902.9235127022303;9453.619219428003
243;3900.6234452680205;9462.33014197496
244;3896.192433310112;9453.718024346701
245;3900.017286507589;9463.450292269516
246;3899.5838952048043;9455.962873731683
247;3897.520539685227;9453.831533880732
248;3894.1216939867527;9457.500596223757
249;3894.5087556685353;9458.106853770378
250;3894.929611175974;9463.33324161213
251;3890.601228958002;9460.949223408297
252;3892.0102746019083;9464.167275273994
253;3889.384345835231;9452.181076984083
254;3892.839246905752;9455.369352496022
255;3893.914309758812;9455.460150523622
256;3895.5179107314098;9454.790657764925
257;3891.9868484104477;9453.219156797713
258;3889.76062433019;9453.656759497831
259;3890.7497852245906;9443.778262671016
260;3894.5359499114916;9459.20497808001
261;3890.724029069471;9449.176465684135
262;3894.120588214604;9450.679403780643
263;3891.7377586533416;9446.135793125886
264;3890.494220420786;9453.943978995461
265;3888.0765964173193;9450.181326998842
266;3888.768336076755;9447.374957093545
267;3889.987828946311;9446.655008438905
268;3890.8767652868;9452.157972385441
269;3881.645571674318;9442.481550176895
270;3891.4771850207617;9445.804043650962
271;3889.5513937802675;9453.812787380124
272;3894.3371307834195;9453.234645848532
273;3891.384816588638;9459.28853017864
274;3887.172752049508;9453.432054166025
275;3885.6265131899268;9459.25728761403
276;3887.8371282595112;9447.585170859245
277;3889.3289100870616;9450.124581612929
278;3887.3843024940184;9445.883215539456
279;3895.812166343941;9462.411616838217
280;3885.8860543838086;9439.609764440427
281;3883.3289583405417;9444.830197503657
282;3886.89915705611;9445.635872982784
283;3885.578436936663;9443.742925986378
284;3888.2849557714944;9451.774227435926
285;3891.5933851450063;9454.279162318004
286;3890.7085535216847;9450.064056680143
287;3888.3194632027084;9441.781225266233
288;3885.0471255946477;9433.195997984425
289;3887.0753182389058;9451.317458285239
290;3886.29130976163;9442.900762837204
291;3887.47282043199;9445.602448643396
292;3888.6098187426915;9450.97069659137
293;3887.70085496675;9445.2130642922
294;3890.55342895624;9443.954698550933
295;3893.026400658717;9443.891556363875
296;3885.1226749616085;9443.519572233523
297;3882.588902917996;9440.945944031508
298;3889.0206672303534;9447.061552899955
299;3888.449117687441;9448.803846632685
300;3886.1415038431246;9443.104910942107
301;3883.794530893029;9447.372149297678
302;3888.2200439073813;9439.18489387015
303;3889.5934561874137;9449.037874386639
304;3884.5421048317053;9445.15170964899
305;3889.037749597974;9447.02077650783
306;3884.76559541445;9439.70869251032
307;3888.7384074081056;9448.701361136798
308;3886.824990918492;9444.464944433419
309;3891.0291951614645;9447.567613135463
310;3882.908274915744;9443.149354655332
311;3878.218540969958;9429.89959636088
312;3880.446114820042;9435.766341256001
313;3878.304967102684;9435.01449997162
314;3882.141254519029;9442.00093930916
315;3874.2681733392023;9434.637151551173
316;3882.099149629041;9437.720883170028
317;3880.660101945741;9446.588132287796
318;3882.3507413373754;9443.21954830163
319;3884.8312136096606;9440.837410177246
320;3877.273445628028;9435.60474495616
321;3878.0297951008074;9431.111413236955
322;3878.990456587138;9440.038923500662
323;3884.2556044501125;9444.507972913207
324;3881.3693053516927;9441.237938965627
325;3886.553855717019;9450.351060389168
326;3881.7558807407654;9440.61406136067
327;3878.3810560198926;9446.090326291769
328;3879.2652382628085;9432.968082433577
329;3881.3137382491177;9439.602316421518
330;3883.1748904992614;9443.801781073566
331;3879.6277700272285;9441.020143619131
332;3883.253869040326;9438.874968813494
333;3881.926978999117;9442.969660025787
334;3883.2793311519404;9439.686086431899
335;3875.1698204178715;9427.120692697741
336;3878.9024418311687;9442.903060740917
337;3877.5856571800296;9436.187345767465
338;3876.3938537311924;9434.10616343522
339;3878.099509514251;9438.419306569405
340;3877.7829640299865;9436.708257511926
341;3878.020342501247;9429.835496085238
342;3877.2409949863095;9433.470514447956
343;3878.1756257123843;9438.898328453168
344;3877.6656845631496;9434.123183969541
345;3877.6284784321642;9434.257355548816
346;3882.07917453272;9440.738497753435
347;3879.7441465503907;9433.163557274727
348;3878.805754377764;9430.282701423926
349;3880.5504712402094;9432.633396363994
350;3877.4610917025516;9429.161146818878
351;3878.661656417396;9431.094609357202
352;3876.715863452037;9428.46054825849
353;3874.6969230288355;9418.449115849924
354;3877.429121205919;9429.18986345336
355;3880.853692783728;9431.405737130339
356;3881.7330852810287;9440.244248145398
357;3874.822076040099;9434.399722834236
358;3879.317914408253;9432.701187199731
359;3873.6367217207835;9423.788204947656
360;3879.1227406158278;9439.482312294078
361;3875.2627667713305;9431.974861094675
362;3877.235613439132;9436.636992501899
363;3874.8550316366095;9421.092511176977
364;3881.313587920463;9436.91936111382
365;3877.3997853261635;9433.849949863052
366;3878.158821894602;9433.516317088135
367;3879.6402044335987;9436.26884283492
368;3877.076737044884;9430.78066804736
369;3875.909372940558;9428.29855690775
370;3877.114041326363;9428.068674879794
371;3874.7737479427446;9428.781825056336
372;3875.8314171929;9427.043136946828
373;3873.6433199595804;9426.365302288437
374;3876.398207236817;9426.432931633652
375;3878.9416029259605;9434.630484013995
376;3872.966086461167;9430.910273888443
377;3874.9862204098617;9433.896176086242
378;3875.6401359207216;9429.21853525059
379;3869.1361346602544;9421.07156237831
380;3871.7546657035177;9428.321878005105
381;3878.4493045529125;9437.288830186693
382;3878.213082012582;9440.509066203967
383;3872.241592690495;9426.591152822393
384;3875.1613566702763;9434.870931306921
385;3874.0775559428225;9425.304673937424
386;3872.597503022101;9432.039252235269
387;3872.689418706978;9424.520608230361
388;3875.787086094844;9431.10603036264
389;3873.9808814329485;9430.450263874383
390;3874.2038813379854;9431.7181530795
391;3872.895317069232;9431.602761789267
392;3872.511104352486;9425.205774644575
393;3872.4939060121574;9426.831543956023
394;3873.445314545837;9436.430800854216
395;3874.9473965978104;9430.907235762756
396;3873.617293031265;9432.732817546428
397;3875.348691789335;9429.271424687171
398;3873.2219006549876;9425.538614960675
399;3872.0409660597043;9429.66348360679
400;3876.423979163708;9427.641100981591
401;3875.01160179199;9430.364016254709
402;3872.507586631776;9430.91584562898
403;3876.9371554827553;9433.926894904664
404;3870.9395432896486;9426.008726937183
405;3867.9559549003743;9426.63321941373
406;3866.8245487224526;9423.787006583476
407;3869.174542022094;9428.814185100626
408;3873.466702300541;9425.673403877921
409;3870.3189333020186;9429.788093246456
410;3872.6215436240477;9436.039577435868
411;3873.034794383929;9426.716699939176
412;3872.2549569879106;9431.339038883294
413;3873.836469644211;9435.234580240203
414;3869.7338754650136;9427.74905995536
415;3865.500755747418;9420.224733811294
416;3870.365716735489;9432.220975554987
417;3870.9157755112738;9428.47295400214
418;3873.752264774544;9428.963692125113
419;3870.5477736931707;9429.832084094141
420;3868.0702715915213;9426.952940136875
421;3872.5484226289386;9431.321968861108
422;3871.5594802194105;9428.572930532044
423;3872.467299789301;9434.349323240636
424;3870.805102647545;9433.066861457328
425;3869.938266651192;9428.906542338105
426;3870.8792929384995;9429.274086687046
427;3868.2740055086388;9429.285233694962
428;3871.747126858618;9428.223930189532
429;3869.819137888948;9434.962266555243
430;3868.5005976664547;9424.814570347751
431;3870.1352545873915;9430.872492627133
432;3866.9392612871725;9432.775773533227
433;3868.034857747978;9429.460289271272
434;3868.381552862806;9429.13549892426
435;3869.1933629155255;9430.268680057678
436;3867.023967530931;9426.702240795625
437;3866.9292455589666;9422.227314125132
438;3865.5559944075876;9423.186990679686
439;3869.177663949172;9422.866686598365
440;3867.1774759543555;9420.106744542229
441;3867.6258978520905;9424.005085786175
442;3872.007173083361;9425.948026719654
443;3867.6583618780223;9423.884926525785
444;3868.7716059840486;9422.810245612016
445;3868.7497996685447;9423.498595657467
446;3869.200504761624;9424.886585376607
447;3870.4339713799654;9429.205175896845
448;3865.52465857714;9418.247750737166
449;3868.78604191743;9425.244111203607
450;3869.44080447372;9427.052642428975
451;3850.677239165579;9392.666934342777
452;3849.7552277003106;9390.153725491893
453;3848.9631828663455;9389.029441034036
454;3848.1326359088157;9386.64456324629
455;3848.2313121076745;9387.293396675883
456;3848.4048813375316;9387.644159937287
457;3847.276685627061;9385.057408126258
458;3847.526286684288;9385.57894857098
459;3847.570134466567;9386.901857887067
460;3846.818345712943;9385.42699407512
461;3846.0895957433645;9383.488194556747
462;3846.5368700983954;9385.057161978244
463;3845.752799367112;9383.2594179681
464;3845.7668464494614;9383.29744027633
465;3845.13946254467;9382.357822876796
466;3845.424667232508;9382.69170570903
467;3845.388380402497;9382.62320891229
468;3845.3731944702413;9382.230865422689
469;3845.665760204089;9383.305572334604
470;3845.0273335101106;9382.148485301457
471;3846.042334137242;9383.893051417333
472;3846.108640092197;9384.197551628122
473;3846.066363224542;9383.856416886008
474;3845.191342729612;9382.077694942482
475;3845.744132599811;9383.468988772926
476;3845.4709052140606;9382.548967637607
477;3845.1054243266453;9382.047384626343
478;3845.4206055676723;9382.301460767732
479;3844.227835195839;9379.634961669568
480;3845.0868773816887;9381.387381656823
481;3845.103925678204;9381.593022210485
482;3845.4655128764607;9381.266984533644
483;3845.28351615178;9380.514576748554
484;3845.4365582108285;9380.405371042889
485;3845.2041529918747;9379.867150628445
486;3845.502571345277;9381.106620710148
487;3846.6514253170953;9383.879543487263
488;3845.9019801346412;9382.203965477893
489;3846.0575275429883;9382.239700944234
490;3846.1501254857476;9382.327905256847
491;3845.940139209947;9381.352252829076
492;3845.4100555638693;9380.441142352633
493;3846.284523727049;9382.30291503843
494;3845.736190070519;9381.301647686872
495;3845.1395926009664;9380.586034046604
496;3845.1113903839014;9380.27223151631
497;3844.76862167414;9379.87645958293
498;3844.6277407135613;9379.523803380764
499;3844.3084871446154;9379.275918485846
500;3844.2253142353547;9378.819969683387
