income,dist_group,main_mode,ref_share,sim_share
3600 - 4600,5000 - 10000,car,0.048706846127913005,0.011689070718877854
3600 - 4600,5000 - 10000,pt,0.07131497927334175,0.08474576271186444
3600 - 4600,5000 - 10000,ride,0.01685278791881166,0.039317783327134606
3600 - 4600,5000 - 10000,walk,8.944701300119448E-4,2.656606981563149E-4
3600 - 4600,10000 - 20000,bike,0.008000182483496952,0.0037192497741884087
3600 - 4600,10000 - 20000,car,0.046494235848529145,0.009935710111046176
3600 - 4600,10000 - 20000,pt,0.05903192135784183,0.09048403379204085
3600 - 4600,10000 - 20000,ride,0.009203684374326677,0.021677912969555294
3600 - 4600,10000 - 20000,walk,1.499917707749568E-4,3.187928377875779E-4
3600 - 4600,20000+,bike,6.3630873932189E-4,1.0626427926252594E-4
3600 - 4600,20000+,car,0.028970312498848703,0.005153817544232509
3600 - 4600,20000+,pt,0.02294261513909709,0.03251686945433294
3600 - 4600,20000+,ride,0.00452565455422192,0.0042505711705010385
3600 - 4600,20000+,walk,1.1238935833910544E-4,1.0626427926252594E-4
4600 - 5600,0 - 1000,bike,0.048710281958938006,0.015764168046031368
4600 - 5600,0 - 1000,car,0.010682884200143412,0.002916371088515803
4600 - 5600,0 - 1000,pt,0.00107342360286777,0.00796090486324584
4600 - 5600,0 - 1000,ride,0.004491170305608042,0.0032316544494364304
4600 - 5600,0 - 1000,walk,0.20465119449744434,0.24852210924568452
4600 - 5600,1000 - 2000,bike,0.05304569917621216,0.0622684637818239
4600 - 5600,1000 - 2000,car,0.02226213068161554,0.004886892094269724
4600 - 5600,1000 - 2000,pt,0.014945223597211264,0.03137069441160242
4600 - 5600,1000 - 2000,ride,0.011531298350131437,0.014108930401198075
4600 - 5600,1000 - 2000,walk,0.046471915847856954,0.02624733979664223
4600 - 5600,2000 - 5000,bike,0.06347649814821985,0.08512650744856938
4600 - 5600,2000 - 5000,car,0.056203792506096396,0.011665484354063211
4600 - 5600,2000 - 5000,pt,0.05858982988560722,0.06770710175770474
4600 - 5600,2000 - 5000,ride,0.02775315491754835,0.036730511547253084
4600 - 5600,2000 - 5000,walk,0.009222595726733104,0.0017340584850634505
4600 - 5600,5000 - 10000,bike,0.03247204038258978,0.03893749507369748
4600 - 5600,5000 - 10000,car,0.055936315945839775,0.014739497123039328
4600 - 5600,5000 - 10000,pt,0.07311908836911181,0.08496886576810908
4600 - 5600,5000 - 10000,ride,0.016857350757699483,0.044139670528887835
4600 - 5600,5000 - 10000,walk,0.0010029335475866892,5.517458816110979E-4
4600 - 5600,10000 - 20000,bike,0.0069381263452102555,0.004886892094269724
4600 - 5600,10000 - 20000,car,0.05021171534312263,0.011586663513833056
4600 - 5600,10000 - 20000,pt,0.05894561028837869,0.10018128793252935
4600 - 5600,10000 - 20000,ride,0.010571442804107265,0.02821786080239615
4600 - 5600,10000 - 20000,walk,1.915234977660826E-4,1.5764168046031367E-4
4600 - 5600,20000+,bike,6.537986550997521E-4,7.882084023015683E-5
4600 - 5600,20000+,car,0.026895233621084428,0.005280996295420509
4600 - 5600,20000+,pt,0.028210661638814548,0.039568061795538734
4600 - 5600,20000+,ride,0.004537153391440641,0.006148025537952234
4600 - 5600,20000+,walk,3.459120099144592E-4,3.1528336092062734E-4
5600+,0 - 1000,bike,0.04081231520885232,0.01490312965722802
5600+,0 - 1000,car,0.011485812208722163,0.0036285880904555175
5600+,0 - 1000,pt,0.002109615891521199,0.006155640510594182
5600+,0 - 1000,ride,0.005887824735804848,0.003045422147346595
5600+,0 - 1000,walk,0.205638840209066,0.2565930149679259
5600+,1000 - 2000,bike,0.05297341416560734,0.06771204561653599
5600+,1000 - 2000,car,0.025241394336974542,0.006479621590099139
5600+,1000 - 2000,pt,0.012876743472278455,0.03175014579148578
5600+,1000 - 2000,ride,0.014842482652864112,0.010367394544158623
5600+,1000 - 2000,walk,0.045522632703706566,0.03175014579148578
5600+,2000 - 5000,bike,0.061966221346868716,0.09563921466986328
5600+,2000 - 5000,car,0.05919732134622661,0.012959243180198279
5600+,2000 - 5000,pt,0.06030740476401822,0.07503401801334803
5600+,2000 - 5000,ride,0.02748154737239418,0.03693384306356509
5600+,2000 - 5000,walk,0.010299553904679378,0.0015551091816237933
5600+,5000 - 10000,bike,0.02832312003019088,0.03550832631374328
5600+,5000 - 10000,car,0.05790663319230656,0.01172811507807944
5600+,5000 - 10000,pt,0.0670964118308329,0.07911617961511049
5600+,5000 - 10000,ride,0.016905860619605945,0.03965528413140673
5600+,5000 - 10000,walk,0.0017270482364382673,1.2959243180198275E-4
5600+,10000 - 20000,bike,0.009517480524723213,0.003952569169960475
5600+,10000 - 20000,car,0.05232446569437673,0.01120974535087151
5600+,10000 - 20000,pt,0.05913464168614534,0.09661115790837815
5600+,10000 - 20000,ride,0.010731603541464917,0.021188362599624186
5600+,10000 - 20000,walk,0.0011074350420896743,1.9438864770297416E-4
5600+,20000+,bike,0.0012576114443223207,
5600+,20000+,car,0.028100295532542622,0.00654441780600013
5600+,20000+,pt,0.02486302599822139,0.03486036415473336
5600+,20000+,ride,0.0042120823120815505,0.004794919976673362
5600+,20000+,walk,1.4915999507293675E-4,
