employment,dist_group,main_mode,ref_share,sim_share
school,0 - 1000,pt,0.0036144502125357576,0.004623760161085838
school,0 - 1000,ride,0.009476152922497092,0.0020881497501677973
school,0 - 1000,walk,0.23637839402380614,0.33790737564322465
school,1000 - 2000,bike,0.09030920523969665,0.11111939741964351
school,1000 - 2000,car,6.203364901544102E-4,5.220374375419493E-4
school,1000 - 2000,pt,0.02679399804666396,0.02349168468938772
school,1000 - 2000,ride,0.02798996132264418,0.014542471474382875
school,1000 - 2000,walk,0.051908607065914554,0.03863077037810426
school,2000 - 5000,bike,0.0802477950696995,0.1449026773062868
school,2000 - 5000,car,0.0022886729071440455,0.0020135729733760906
school,2000 - 5000,pt,0.13269861709274064,0.05884107688865687
school,2000 - 5000,ride,0.056685545379448206,0.04728167648594227
school,2000 - 5000,walk,0.006499265127616391,8.949213215004847E-4
school,5000 - 10000,bike,0.009360364028456122,0.037885002610187186
school,5000 - 10000,car,0.0016790952562727782,0.001566112312625848
school,5000 - 10000,pt,0.10277327099819801,0.050488477887985675
school,5000 - 10000,ride,0.035425118596691396,0.0454172570661496
school,5000 - 10000,walk,3.8678535209195385E-4,
school,10000 - 20000,bike,5.980589328777765E-4,0.0020135729733760906
school,10000 - 20000,car,0.00132075569093999,0.0011932284286673128
school,10000 - 20000,pt,0.03797995833954222,0.03885450070847937
school,10000 - 20000,ride,0.010978356237460405,0.01141024684913118
school,10000 - 20000,walk,1.7780241335867242E-4,
school,20000+,bike,2.2130407576553514E-4,
school,20000+,car,3.848559121911246E-4,1.491535535834141E-4
school,20000+,pt,0.006654790004719217,0.007159370572003877
school,20000+,ride,0.004025326946849407,0.0014915355358341412
school,20000+,walk,3.990146224299257E-4,
student,0 - 1000,bike,0.023562200238734676,0.015654490951482178
student,0 - 1000,car,0.004368932828123813,0.0025535694459864547
student,0 - 1000,pt,0.0037978777376658046,0.007882757855001664
student,0 - 1000,ride,0.0015238957934069228,0.0021094704119018538
student,0 - 1000,walk,0.17076517686042783,0.19051848562229376
student,1000 - 2000,bike,0.037380802503147854,0.046741423337404234
student,1000 - 2000,car,0.00768226919467931,0.007105584545353612
student,1000 - 2000,pt,0.022173945566976216,0.03352947707338736
student,1000 - 2000,ride,0.002656545205263903,0.010436327300988119
student,1000 - 2000,walk,0.05457706714842379,0.0285333629399356
student,2000 - 5000,bike,0.0643290765280945,0.08659931164649716
student,2000 - 5000,car,0.019100392334253702,0.015099367158876427
student,2000 - 5000,pt,0.11217963558936649,0.08448984123459531
student,2000 - 5000,ride,0.009152359825369634,0.029310536249583654
student,2000 - 5000,walk,0.016428944175456525,8.881980681692015E-4
student,5000 - 10000,bike,0.03403760366604838,0.04729654713000999
student,5000 - 10000,car,0.02284919232793407,0.014322193849228376
student,5000 - 10000,pt,0.16419836231237364,0.12745642278228045
student,5000 - 10000,ride,0.006876201166208597,0.044409903408460086
student,5000 - 10000,walk,0.0010687220585971445,2.2204951704230037E-4
student,10000 - 20000,bike,0.006446614720123386,0.005995336960142111
student,10000 - 20000,car,0.018610148583394666,0.010214277783945819
student,10000 - 20000,pt,0.11860369502937147,0.12679027423115352
student,10000 - 20000,ride,0.005896199856583917,0.019651382258243585
student,10000 - 20000,walk,3.515492072038215E-4,
student,20000+,bike,6.766977939909811E-4,
student,20000+,car,0.013921636477701454,0.0043299655823248575
student,20000+,pt,0.05192900423140788,0.03430665038303541
student,20000+,ride,0.004855251039669397,0.0031086932385922055
student,20000+,walk,0.0,4.4409903408460075E-4
trainee,0 - 1000,bike,0.01252150376483625,0.013636363636363637
trainee,0 - 1000,car,0.00729835619363407,0.004090909090909091
trainee,0 - 1000,pt,0.001666879651109539,0.007272727272727273
trainee,0 - 1000,ride,0.003082577168637795,0.004545454545454546
trainee,0 - 1000,walk,0.16500369285009006,0.17090909090909093
trainee,1000 - 2000,bike,0.017797944950079914,0.03227272727272727
trainee,1000 - 2000,car,0.003149993006655296,0.002272727272727273
trainee,1000 - 2000,pt,0.022685590420766198,0.020909090909090912
trainee,1000 - 2000,ride,0.00406640479975337,0.008636363636363638
trainee,1000 - 2000,walk,0.039609004468682076,0.015454545454545455
trainee,2000 - 5000,bike,0.026071327681647955,0.065
trainee,2000 - 5000,car,0.03644433692867859,0.006818181818181819
trainee,2000 - 5000,pt,0.0896032154406273,0.060000000000000005
trainee,2000 - 5000,ride,0.00961316044599244,0.035454545454545454
trainee,2000 - 5000,walk,0.004017733129450832,0.002272727272727273
trainee,5000 - 10000,bike,0.013474805871587338,0.05090909090909092
trainee,5000 - 10000,car,0.04039687197050413,0.011363636363636366
trainee,5000 - 10000,pt,0.15447499374463072,0.11772727272727275
trainee,5000 - 10000,ride,0.015751740222842807,0.04318181818181819
trainee,5000 - 10000,walk,0.002764611058302448,9.090909090909091E-4
trainee,10000 - 20000,bike,0.003591734235218892,0.006363636363636365
trainee,10000 - 20000,car,0.030580148709696872,0.014545454545454545
trainee,10000 - 20000,pt,0.1837985496187668,0.16863636363636364
trainee,10000 - 20000,ride,0.011237305431667797,0.037727272727272734
trainee,10000 - 20000,walk,0.0,
trainee,20000+,bike,6.740957100523829E-4,
trainee,20000+,car,0.022406356513658018,0.012272727272727274
trainee,20000+,pt,0.0724474598985253,0.07681818181818183
trainee,20000+,ride,0.0047900616550284,0.01
trainee,20000+,walk,9.79544458876718E-4,
job_full_time,0 - 1000,bike,0.030139337785678674,0.015216357584403236
job_full_time,0 - 1000,car,0.010491876131548053,0.0032034437019796283
job_full_time,0 - 1000,pt,0.0013598809744634053,0.006782290962784995
job_full_time,0 - 1000,ride,9.737141067612934E-4,0.0027279325274670277
job_full_time,0 - 1000,walk,0.18555797811248628,0.19671146482468657
job_full_time,1000 - 2000,bike,0.03757528183899715,0.041344445278674584
job_full_time,1000 - 2000,car,0.02434257240760266,0.005656080286307782
job_full_time,1000 - 2000,pt,0.012125099939636426,0.02850564356683435
job_full_time,1000 - 2000,ride,0.0025421775979380746,0.009985734664764623
job_full_time,1000 - 2000,walk,0.03713073256009517,0.02167329879620592
job_full_time,2000 - 5000,bike,0.06339556433079593,0.07903496258477866
job_full_time,2000 - 5000,car,0.05527537737574321,0.010436218935355509
job_full_time,2000 - 5000,pt,0.05667774866351122,0.06847360912981457
job_full_time,2000 - 5000,ride,0.006877058685280378,0.03343594363941237
job_full_time,2000 - 5000,walk,0.010744473390963983,0.0017018294666766775
job_full_time,5000 - 10000,bike,0.04197920375616151,0.04387216257476788
job_full_time,5000 - 10000,car,0.07519810125586639,0.014590684986360338
job_full_time,5000 - 10000,pt,0.08791473887561048,0.10824135946142104
job_full_time,5000 - 10000,ride,0.006851842041427211,0.05323222464148961
job_full_time,5000 - 10000,walk,0.0016415405564862847,4.755111745126011E-4
job_full_time,10000 - 20000,bike,0.013184442284954297,0.004554896513752284
job_full_time,10000 - 20000,car,0.07129160225405815,0.013289285982431115
job_full_time,10000 - 20000,pt,0.08151361323102536,0.13381885526941462
job_full_time,10000 - 20000,ride,0.004736631628841787,0.03298545936882149
job_full_time,10000 - 20000,walk,5.586884147394084E-4,2.502690392171585E-4
job_full_time,20000+,bike,0.0012490068587271434,5.005380784343169E-5
job_full_time,20000+,car,0.04056711963849422,0.00946016968240859
job_full_time,20000+,pt,0.035206599770927695,0.05318217083364618
job_full_time,20000+,ride,0.002626655917297562,0.007007533098080438
job_full_time,20000+,walk,2.713396138806587E-4,1.0010761568686339E-4
job_part_time,0 - 1000,bike,0.05788930935252188,0.019297166911034384
job_part_time,0 - 1000,car,0.012600124011170702,0.004114837061911743
job_part_time,0 - 1000,pt,0.0023022363889259505,0.009837771366409684
job_part_time,0 - 1000,ride,8.752863426891199E-4,0.0037364612401267557
job_part_time,0 - 1000,walk,0.20651593711522592,0.23402544577401502
job_part_time,1000 - 2000,bike,0.06120183442984339,0.05084425105235775
job_part_time,1000 - 2000,car,0.026187254055777424,0.007898595279761623
job_part_time,1000 - 2000,pt,0.013670138011963498,0.03651326680225134
job_part_time,1000 - 2000,ride,0.0038638859763716928,0.0116823534976115
job_part_time,1000 - 2000,walk,0.03876773747170083,0.03008087783190654
job_part_time,2000 - 5000,bike,0.0764631165846227,0.08385754150309795
job_part_time,2000 - 5000,car,0.06256351536224046,0.015797190559523246
job_part_time,2000 - 5000,pt,0.0600216466376844,0.07378328524807264
job_part_time,2000 - 5000,ride,0.008006383164056257,0.031405193208154
job_part_time,2000 - 5000,walk,0.011413641974962621,0.0017499881757555688
job_part_time,5000 - 10000,bike,0.03941403115041603,0.03864163079979189
job_part_time,5000 - 10000,car,0.05348787502585056,0.018020148512510048
job_part_time,5000 - 10000,pt,0.08638440908282295,0.09033722745116586
job_part_time,5000 - 10000,ride,0.0055825350733728395,0.04091188573050182
job_part_time,5000 - 10000,walk,0.001733409888793159,3.310788440618644E-4
job_part_time,10000 - 20000,bike,0.008134087823778351,0.005912122215390436
job_part_time,10000 - 20000,car,0.03788210760082822,0.015276923804568887
job_part_time,10000 - 20000,pt,0.07732057340507803,0.1026817386369011
job_part_time,10000 - 20000,ride,0.0042621188147322865,0.023884973750177358
job_part_time,10000 - 20000,walk,1.262979901470656E-4,5.675637326774818E-4
job_part_time,20000+,bike,5.251906869208823E-4,1.4189093316937046E-4
job_part_time,20000+,car,0.014722131884886766,0.00610131012628293
job_part_time,20000+,pt,0.025900077307611968,0.03660786075769758
job_part_time,20000+,ride,0.002065947509913174,0.0059594191931135595
job_part_time,20000+,walk,1.1715987509080905E-4,
other,0 - 1000,bike,0.04930384107342923,0.016820987654320996
other,0 - 1000,car,0.011788223194744126,0.004166666666666668
other,0 - 1000,pt,0.0013729829565074935,0.011265432098765437
other,0 - 1000,ride,0.0017187249197642756,0.004012345679012347
other,0 - 1000,walk,0.2937438405365747,0.32762345679012356
other,1000 - 2000,bike,0.04544589572290246,0.06836419753086423
other,1000 - 2000,car,0.03192982545506678,0.0055555555555555575
other,1000 - 2000,pt,0.01702973565121598,0.04799382716049384
other,1000 - 2000,ride,0.00312445438232703,0.010030864197530867
other,1000 - 2000,walk,0.09423363848630212,0.04660493827160495
other,2000 - 5000,bike,0.053031784306758735,0.08564814814814818
other,2000 - 5000,car,0.0587406381989171,0.010956790123456793
other,2000 - 5000,pt,0.06116382459167897,0.0908950617283951
other,2000 - 5000,ride,0.00818344587606724,0.023765432098765443
other,2000 - 5000,walk,0.021102897779573446,0.0021604938271604945
other,5000 - 10000,bike,0.02352965810583334,0.02993827160493828
other,5000 - 10000,car,0.04601077851041131,0.011574074074074079
other,5000 - 10000,pt,0.06310661719139919,0.07500000000000002
other,5000 - 10000,ride,0.012425388935623692,0.025771604938271617
other,5000 - 10000,walk,8.639159974911152E-4,4.6296296296296314E-4
other,10000 - 20000,bike,0.0026416428973974806,0.003858024691358026
other,10000 - 20000,car,0.030993548409293373,0.008641975308641978
other,10000 - 20000,pt,0.03167623382196632,0.055246913580246935
other,10000 - 20000,ride,0.005060710378546935,0.010956790123456793
other,10000 - 20000,walk,0.0,3.086419753086421E-4
other,20000+,bike,0.0,1.5432098765432104E-4
other,20000+,car,0.014056919018589648,0.003086419753086421
other,20000+,pt,0.01373268963452078,0.015740740740740746
other,20000+,ride,0.003868050560621929,0.003395061728395063
other,20000+,walk,1.2009340647531543E-4,
