road_type,hour,congestion_index
all,0,0.7714647678010059
all,1,0.7710891492700146
all,2,0.7707456789206558
all,3,0.7703745746364545
all,4,0.7693015741504566
all,5,0.7664278408218773
all,6,0.7586937471996593
all,7,0.7507424117147317
all,8,0.7514210762061608
all,9,0.7551556401239654
all,10,0.7579443483939593
all,11,0.7586720451720576
all,12,0.758690947544365
all,13,0.7587243134322512
all,14,0.7578425265645581
all,15,0.7558594237266683
all,16,0.7542010326811971
all,17,0.7546725539144992
all,18,0.756159636366418
all,19,0.7582538597640982
all,20,0.7608955420578836
all,21,0.7631680247552558
all,22,0.7654653356835756
all,23,0.7673087013232117
living_street,0,0.8153722686798864
living_street,1,0.8153714903974962
living_street,2,0.815372051560799
living_street,3,0.8153343201095337
living_street,4,0.8153354226934431
living_street,5,0.8153543237049187
living_street,6,0.8153083559646213
living_street,7,0.8151045001030112
living_street,8,0.8149896695749577
living_street,9,0.8152307811082405
living_street,10,0.81522465475684
living_street,11,0.8152117736956178
living_street,12,0.8152420404786545
living_street,13,0.8153148826539446
living_street,14,0.8153251141661204
living_street,15,0.8152504828950152
living_street,16,0.8152231886779507
living_street,17,0.8152404491766564
living_street,18,0.815219093563758
living_street,19,0.815344943691324
living_street,20,0.8152870539657172
living_street,21,0.8153554097165259
living_street,22,0.8153636435219289
living_street,23,0.8153391809898047
motorway,0,0.8343548657104459
motorway,1,0.8309139252956065
motorway,2,0.8285549483751018
motorway,3,0.8261575648325378
motorway,4,0.8196002995379714
motorway,5,0.8058284743300828
motorway,6,0.770410074065224
motorway,7,0.7415052752746496
motorway,8,0.754255101599205
motorway,9,0.7676013324952183
motorway,10,0.7820297580289788
motorway,11,0.787714790200494
motorway,12,0.7812297292085219
motorway,13,0.7864753286356558
motorway,14,0.7842350142598563
motorway,15,0.7815585927830468
motorway,16,0.7697465023304447
motorway,17,0.7684020025554018
motorway,18,0.7655607731221793
motorway,19,0.7756116927334814
motorway,20,0.7767764957155129
motorway,21,0.7946821461973568
motorway,22,0.7991637640570682
motorway,23,0.8081284653209744
motorway_link,0,0.7814425691321079
motorway_link,1,0.780927350309575
motorway_link,2,0.7805054475011408
motorway_link,3,0.7803966673933643
motorway_link,4,0.7762712943527765
motorway_link,5,0.7673884311593714
motorway_link,6,0.7423754061481661
motorway_link,7,0.7180332847947306
motorway_link,8,0.7190139899709657
motorway_link,9,0.7383422891753435
motorway_link,10,0.751391194678191
motorway_link,11,0.7469578556224752
motorway_link,12,0.7499033810656863
motorway_link,13,0.7479279698690993
motorway_link,14,0.7444290073848625
motorway_link,15,0.738649460988305
motorway_link,16,0.7396666318031065
motorway_link,17,0.7306325017447237
motorway_link,18,0.7375634516071945
motorway_link,19,0.7428154992689191
motorway_link,20,0.7496728223178794
motorway_link,21,0.7592599130629603
motorway_link,22,0.7655136305251031
motorway_link,23,0.7678646263164254
primary,0,0.7184473490853015
primary,1,0.7173161236641231
primary,2,0.7161413208217259
primary,3,0.7138019971338875
primary,4,0.7121391446587471
primary,5,0.7031346718471363
primary,6,0.6782439168638149
primary,7,0.65504101527035
primary,8,0.6565259984173462
primary,9,0.6650951689764181
primary,10,0.6728466418351202
primary,11,0.6761777023933355
primary,12,0.6757496501515189
primary,13,0.67730401372147
primary,14,0.6721403632643712
primary,15,0.6674676923302224
primary,16,0.6584592984533097
primary,17,0.6643997655359338
primary,18,0.6706976494015013
primary,19,0.6762517356491742
primary,20,0.6875700513849435
primary,21,0.6926791881313128
primary,22,0.7001888964924089
primary,23,0.7054691482316434
primary_link,0,0.6879421771202378
primary_link,1,0.6876226444515819
primary_link,2,0.686679377443352
primary_link,3,0.6860084509374108
primary_link,4,0.684821449874747
primary_link,5,0.6835944467577378
primary_link,6,0.6680746319918396
primary_link,7,0.6520408349094963
primary_link,8,0.6410301338547523
primary_link,9,0.6506803129113921
primary_link,10,0.6591527366870009
primary_link,11,0.6693050572172716
primary_link,12,0.6695171724093967
primary_link,13,0.6619828421986346
primary_link,14,0.6618680430161503
primary_link,15,0.6538265986224701
primary_link,16,0.6156973847368343
primary_link,17,0.6423848528478043
primary_link,18,0.637120670157294
primary_link,19,0.6512297525653256
primary_link,20,0.6638258979956304
primary_link,21,0.676766723275984
primary_link,22,0.681657351579175
primary_link,23,0.6735838363398008
residential,0,0.7757629890801051
residential,1,0.7757402228356288
residential,2,0.7757184976922085
residential,3,0.7756910026870987
residential,4,0.7756167900734106
residential,5,0.7753280499972179
residential,6,0.7740026540801151
residential,7,0.7724137410589161
residential,8,0.7719379166122652
residential,9,0.7725758560564875
residential,10,0.7733568894657589
residential,11,0.7735196889188518
residential,12,0.773612284449007
residential,13,0.7733881596588804
residential,14,0.7733646551325125
residential,15,0.772670156556046
residential,16,0.7726267749753286
residential,17,0.7726752126053035
residential,18,0.773390945423333
residential,19,0.7736693568464617
residential,20,0.7744104784704182
residential,21,0.7746133295766616
residential,22,0.7749650355386319
residential,23,0.7753300013299769
secondary,0,0.7311200135948842
secondary,1,0.7306686253239298
secondary,2,0.7301694563831544
secondary,3,0.7300413481298346
secondary,4,0.7283069309425245
secondary,5,0.7227813086061996
secondary,6,0.7094313408103085
secondary,7,0.6953937302491278
secondary,8,0.6935642440784825
secondary,9,0.7001671841999435
secondary,10,0.7043812360237997
secondary,11,0.7051757460362725
secondary,12,0.7069154847820449
secondary,13,0.7051056499450519
secondary,14,0.70378226011694
secondary,15,0.699114183178316
secondary,16,0.6975831380375919
secondary,17,0.6990437735228807
secondary,18,0.7036460092506971
secondary,19,0.7068006067015534
secondary,20,0.7136177441067444
secondary,21,0.716195481362106
secondary,22,0.7217780555746706
secondary,23,0.7252124800784203
secondary_link,0,0.6372402184517473
secondary_link,1,0.6362082086899111
secondary_link,2,0.6369663530681194
secondary_link,3,0.636509989466287
secondary_link,4,0.6357974915698614
secondary_link,5,0.6317383983087688
secondary_link,6,0.6265527371478519
secondary_link,7,0.6137158040124041
secondary_link,8,0.623539294741163
secondary_link,9,0.6251755019345978
secondary_link,10,0.623904826075
secondary_link,11,0.6249721003988296
secondary_link,12,0.6245245919952835
secondary_link,13,0.6262593290365376
secondary_link,14,0.6230208285063775
secondary_link,15,0.6192426040474088
secondary_link,16,0.62428706138736
secondary_link,17,0.6275236897530186
secondary_link,18,0.6244816594967768
secondary_link,19,0.6261295091564838
secondary_link,20,0.6302328319471258
secondary_link,21,0.6309564155991534
secondary_link,22,0.6318699276968227
secondary_link,23,0.6333846777702593
tertiary,0,0.7715927216017694
tertiary,1,0.7713871600695131
tertiary,2,0.7713313570503001
tertiary,3,0.7711162340730175
tertiary,4,0.7703137671899634
tertiary,5,0.7668316600762192
tertiary,6,0.7591801765384543
tertiary,7,0.7502456689521786
tertiary,8,0.7491445717253089
tertiary,9,0.7548031416227442
tertiary,10,0.7560741731728756
tertiary,11,0.7570556611062194
tertiary,12,0.75776034957669
tertiary,13,0.7579026000879938
tertiary,14,0.7550835395923162
tertiary,15,0.7520396135814138
tertiary,16,0.7523152822285211
tertiary,17,0.7528485152991213
tertiary,18,0.7550821752485372
tertiary,19,0.7576327324792774
tertiary,20,0.7615173511644785
tertiary,21,0.7630206365081359
tertiary,22,0.7663850706534804
tertiary,23,0.7683157545297394
trunk,0,0.7870418867605952
trunk,1,0.7889635946445163
trunk,2,0.7889766225958976
trunk,3,0.785047764280724
trunk,4,0.776298880112179
trunk,5,0.7701409096833507
trunk,6,0.7494094199260019
trunk,7,0.6994463758258571
trunk,8,0.7209571169732033
trunk,9,0.7432642729832403
trunk,10,0.7511804025590124
trunk,11,0.7441832479630681
trunk,12,0.7517066041600646
trunk,13,0.7488013759635733
trunk,14,0.752494431008645
trunk,15,0.7422505793940015
trunk,16,0.7352505909845134
trunk,17,0.738078572796506
trunk,18,0.7414454548984976
trunk,19,0.7504372126752548
trunk,20,0.7608492029298951
trunk,21,0.7609109345377371
trunk,22,0.7736862675453623
trunk,23,0.7797660625270126
trunk_link,0,0.7752846938360856
trunk_link,1,0.7754501483367243
trunk_link,2,0.775371318591643
trunk_link,3,0.7750945010403237
trunk_link,4,0.774323940125312
trunk_link,5,0.7667115890844344
trunk_link,6,0.7322458636734769
trunk_link,7,0.7187693200081829
trunk_link,8,0.7352686321237855
trunk_link,9,0.7545926937522203
trunk_link,10,0.7532945844526242
trunk_link,11,0.7449729219372746
trunk_link,12,0.7577671969869737
trunk_link,13,0.7603376903822605
trunk_link,14,0.7504416098636402
trunk_link,15,0.7486807913352659
trunk_link,16,0.7390259690486709
trunk_link,17,0.7365403705993551
trunk_link,18,0.745131620413354
trunk_link,19,0.7568081944306344
trunk_link,20,0.7597137982488117
trunk_link,21,0.7714742137482653
trunk_link,22,0.7725470380171735
trunk_link,23,0.7737255600818738
unclassified,0,0.7763569862474556
unclassified,1,0.7762020156715401
unclassified,2,0.7756547862898543
unclassified,3,0.7763216635101532
unclassified,4,0.7760820056762724
unclassified,5,0.7759260243432843
unclassified,6,0.7748995649981436
unclassified,7,0.7732596128213933
unclassified,8,0.7728760682143149
unclassified,9,0.7730520966486366
unclassified,10,0.7731971994446662
unclassified,11,0.7738860060895689
unclassified,12,0.7731413519418749
unclassified,13,0.7732177680660839
unclassified,14,0.7734600481738924
unclassified,15,0.772794553147764
unclassified,16,0.7724635116736807
unclassified,17,0.7726145289850072
unclassified,18,0.7721057010505722
unclassified,19,0.7734370598130146
unclassified,20,0.7737337870119784
unclassified,21,0.7743833034739813
unclassified,22,0.7756218329258341
unclassified,23,0.7753901581230711
