iteration;avg_executed;avg_worst;avg_average;avg_best
0;115.50000679251293;115.50000679251293;115.50000679251293;115.50000679251293
1;112.60774306323455;112.50402119175376;114.11751927324009;115.73101735472787
2;111.26992833205756;109.80159921359919;112.94549686518125;115.8101820060515
3;110.75821025395732;107.38967062498652;111.99915270628804;115.8681938769219
4;110.21114858310621;105.09992328785943;111.19138828335319;115.93601316351682
5;109.87523002119802;103.07118062803733;110.50329496319426;115.96516938313003
6;109.61502031522974;101.33730181676181;109.95582349292499;116.00659972103152
7;109.19044531546838;100.05396454678487;109.55622136784687;116.03347477113105
8;109.15810006580469;99.06360190600614;109.29653252936318;116.06983208449854
9;109.15995505376358;98.65068476895809;109.21677767348893;116.09672350821744
10;109.45165283700956;98.75913590380354;109.34474221206185;116.1219711404541
11;109.5364208072525;99.05021673915303;109.52014103311852;116.1453996867105
12;109.71213218962498;99.6335493455009;109.80849900037353;116.17556745347979
13;109.83942960750292;100.36441378112656;110.14334783772247;116.19006709496324
14;110.00782673918823;101.44923253206461;110.51651308456522;116.21286920200068
15;110.38050261871238;102.36930911348355;110.89718377075684;116.23299477764289
16;110.57644958520227;103.43890914783995;111.260617680654;116.24809350095454
17;110.71248976287616;104.11969874881235;111.57783456998735;116.2624397426699
18;110.84233540186902;104.86512164035777;111.90800376205914;116.28019220391216
19;110.97999059079633;105.59278443927295;112.21243526027754;116.29319966770971
20;111.20469271699372;106.29989420931057;112.50263643000366;116.30544165887653
21;111.53257381436995;107.10416391697605;112.7885503277285;116.32213512276468
22;111.36974829953773;107.37929150467677;112.95457706414437;116.33437714747431
23;111.7640444107482;108.10938225371295;113.19908554428707;116.34682090043557
24;111.62668262857251;108.29104116571311;113.3457712097404;116.35856901715668
25;111.6833287496088;108.58484797609646;113.5003938479442;116.37004120065441
26;111.77318730997781;108.89954169621852;113.64850325792732;116.3777069655696
27;111.86781022700391;109.23349617596199;113.79499469164374;116.38580712781283
28;111.91902448855124;109.5309375286986;113.92941448174903;116.39405201394452
29;112.31081869026356;110.1115905654395;114.10398590077861;116.4094225263525
30;112.32962189266233;110.32091504204146;114.20237232566859;116.4214208108055
31;112.3783958264136;110.50544403425936;114.29770678958602;116.43622868235245
32;112.20982665529345;110.4966209943578;114.35371963916431;116.4463597099416
33;112.29579150760334;110.66580611356213;114.43804571368965;116.45770859936717
34;112.37174476901043;110.86681678782185;114.51999562949693;116.46518849896977
35;112.30078896548258;110.9150378560549;114.56814763559812;116.47198174766551
36;112.54969599904595;111.21741463739987;114.66316975374863;116.47594460562189
37;112.35322141666079;111.06840941634415;114.67723905548725;116.486299271374
38;112.5654493332833;111.33787689877543;114.76012752194507;116.48921655061721
39;112.5780438149934;111.38491749240006;114.80367419620667;116.49694520713895
40;112.60862013105901;111.45047848193813;114.8509054358569;116.50511766005994
41;112.62883861136342;111.54378339401467;114.89596919546192;116.51020191811207
42;112.5858993902516;111.55771894889385;114.92477714412088;116.51651583032807
43;112.80594388971656;111.80767497476208;114.99501559394778;116.52244241383211
44;112.62994427382407;111.67631037427762;114.99891362065436;116.52810629045004
45;112.81981595348167;111.87537201015769;115.05888498762043;116.53857397367136
46;112.65974769749691;111.77920841263622;115.06686010472026;116.54233236339164
47;112.82887813374296;111.98640412078748;115.12387055801193;116.5494075831692
48;112.97647929656664;112.17421999257701;115.17411239930632;116.5520496725883
49;112.81402187478932;112.03273385533234;115.17021272548895;116.55611901299459
50;112.9344201119934;112.16297281939775;115.21199935981387;116.56242140688073
51;113.06363421418669;112.31262290770884;115.25535454776319;116.56912173373954
52;113.00832393737123;112.28434097893816;115.26874806971605;116.57337272996783
53;112.95993527036985;112.27015942248738;115.28335901619776;116.57593945836783
54;113.14054004325031;112.45642942172695;115.33212647284016;116.57898850401982
55;113.22628156423364;112.55539491214299;115.36832476711501;116.58762663136288
56;113.04579277609034;112.39331737277458;115.3570862039425;116.59266732180552
57;113.10466146996431;112.47222683351374;115.38469819869573;116.59874018169111
58;113.08259052899064;112.47053220701169;115.3974727200133;116.60001581012448
59;112.97645813193205;112.35648968121063;115.39263364667916;116.60567121346676
60;112.94147874856758;112.3627806886128;115.40379391872403;116.60498880198485
61;113.21264337852311;112.62725598190674;115.46230178681978;116.61193609302696
62;113.01514784347592;112.45290366455666;115.44423106983692;116.61574643763926
63;113.20291576989602;112.65032894232121;115.48935333781475;116.6200549370648
64;113.04710659464699;112.50935197143014;115.47803892466447;116.62734405098917
65;113.22535219949978;112.68969232087647;115.52077328994268;116.63034015437516
66;113.16798840228259;112.66277879492326;115.52481396177834;116.63181236667086
67;113.37068536245064;112.87054969222166;115.57056323531563;116.63767642044962
68;113.18313086816131;112.67440022978937;115.54942291552271;116.64288270563887
69;113.26169985611796;112.7686804806667;115.57503528437373;116.64917907644417
70;113.1717460152948;112.6837884534032;115.5710275165951;116.65079370114061
71;113.38763798287795;112.90823441069307;115.61921719891612;116.65628400629676
72;113.45154713648836;112.9856281170461;115.64091625341247;116.65925649482107
73;113.2899172149092;112.81812055584209;115.6243598937068;116.66611565108079
74;113.49349573085831;113.03136493411736;115.66999929321562;116.66731871717167
75;113.3664238640198;112.91068404269738;115.65801537014761;116.67195575228988
76;113.42018201522816;112.97393835581383;115.67680726929049;116.67463958360959
77;113.32446060931501;112.89012163854095;115.6702692993465;116.67829505075832
78;113.45587847617875;113.03666254776036;115.7020720326519;116.67975623853904
79;113.32002873823403;112.90275036178062;115.6872975548036;116.68412206466611
80;113.29151130633659;112.87314882380201;115.690595384913;116.68766539939978
81;113.44549765208085;113.04230954495299;115.72498477812603;116.69053776512557
82;113.49429526663029;113.09104000317227;115.74075938897404;116.69385770579171
83;113.5303836792975;113.12943072746603;115.75431113594475;116.6980674677226
84;113.46730083980128;113.07763925313228;115.75112645922785;116.70006544642625
85;113.63711699829153;113.26437415405007;115.78634686404403;116.69986717221444
86;113.58154016825202;113.20330318824443;115.78164845593406;116.70314457501163
87;113.5023466657901;113.12176072179086;115.77493637315546;116.70596650889516
88;113.59109650190594;113.22698326599102;115.79691243464838;116.70809790576548
89;113.52047370161114;113.15838336873817;115.79186976798748;116.71313227337596
90;113.3481673353376;112.99188005894744;115.77019536648166;116.71602653902521
91;113.49767912536626;113.15266821199349;115.80077962245578;116.71638890418605
92;113.52555084062912;113.16592440249654;115.80935558341675;116.72190690675961
93;113.56319330420291;113.20945038541997;115.82120677397197;116.7239091277944
94;113.56691419981925;113.21880869261247;115.8275431749187;116.7264023344963
95;113.53777567633958;113.19162037516527;115.82777864358141;116.7284721116042
96;113.77236949592825;113.42854703144197;115.8705846309108;116.73087109202255
97;113.37240386570456;113.03259438369281;115.80936597961474;116.73332000890007
98;113.72213672636593;113.38898336997097;115.8730460494661;116.73404239008356
99;113.77603919808732;113.4412786468721;115.88766997481615;116.73757555277432
100;113.50461850146836;113.17053534102841;115.84620957082977;116.73803207053771
101;113.57760592290187;113.25799932734263;115.8631447927128;116.73852682315095
102;113.51254761533639;113.18953266286411;115.85471534548508;116.73956440662684
103;113.65947595405012;113.33434609766807;115.88287662559011;116.7431759667663
104;113.76918987644177;113.4410510290563;115.9059542554917;116.74611871789536
