iteration;bike;car;freight;pt;ride;walk
0;0.16639387481600282;0.2619186238108838;0.030213985983259;0.21253048311619835;0.064223257244546;0.26471977502911
1;0.16176373662587604;0.25216402662741394;0.030213985983259;0.2055550673374783;0.07933299646286003;0.2709701869631127
2;0.1593525495968539;0.24642990531010392;0.030213985983259;0.20256168025133467;0.08867016719028055;0.27277171166816794
3;0.15775973811982336;0.24283784080673154;0.030213985983259;0.19939802711074983;0.09742513786057956;0.2723652701188567
4;0.15766087395918008;0.2367686798339082;0.030213985983259;0.19910692708218908;0.10322516861831843;0.2730243645231452
5;0.15604609266867325;0.23441790979194588;0.030213985983259;0.19778324582024298;0.10759166904672979;0.2739470966891491
6;0.15520025484983632;0.2322758529780082;0.030213985983259;0.196931915548037;0.11146384867192477;0.2739141419689347
7;0.154090779269284;0.23230331524485356;0.030213985983259;0.1966902475997979;0.11309510732253883;0.2736065645802667
8;0.15577696245358877;0.22793132236307315;0.030213985983259;0.19699782498846585;0.11640156425071951;0.27267833996089375
9;0.1552826416503724;0.22631104861919724;0.030213985983259;0.19704176461541842;0.1188182437331107;0.2723323153986423
10;0.1547169189533581;0.2254816881604675;0.030213985983259;0.19879385724015203;0.11912582112177868;0.2716677285409847
11;0.15570556055979085;0.22272447656919392;0.030213985983259;0.19901904782828395;0.1202737438759145;0.27206318518355777
12;0.15593075114792276;0.22177977458971374;0.030213985983259;0.19969461959267965;0.12124590812224004;0.2711349605641848
13;0.1571665531559637;0.22106026319836544;0.030213985983259;0.19901904782828395;0.12301447810708087;0.26952567172704706
14;0.15841883252411187;0.21808884592569808;0.030213985983259;0.2003317441834919;0.12214667047476767;0.2707999209086715
15;0.15962717226530745;0.2168805061845025;0.030213985983259;0.20087000461366084;0.12195443460685018;0.27045389634642003
16;0.161373772436672;0.21611705516620164;0.030213985983259;0.20149065184436585;0.1211580288683349;0.2696465057011666
17;0.1616758573719709;0.2148812531581607;0.030213985983259;0.20190258584704615;0.12232242898257793;0.2690038886569853
