iteration;avg_executed;avg_worst;avg_average;avg_best
0;50.05418397728581;50.05418397728581;50.05418397728581;50.05418397728581
1;49.9016428865959;49.88944016311747;50.222555660570364;50.55567115802324
2;49.755598715814166;49.46547806080669;50.203092781803704;50.93804529563132
3;49.37291648883711;48.61192934081199;49.75983350873617;50.93206242011768
4;49.07540935930393;47.95565783927721;49.53260916354446;51.121901039575505
5;49.15113499903228;47.47774815052174;49.20418416595819;50.998772868371056
6;49.04937676125672;47.12652101809351;49.10352575331071;51.16740132640973
7;48.928538828221605;46.402429267389635;48.73692516283109;51.056139212632814
8;49.05947550202034;46.06439199859414;48.642448911423195;51.18261176652399
9;48.925792846131245;45.80283173971127;48.47491929358192;51.15589238305113
10;48.19528022512322;44.86739683018558;48.06578133836275;51.26093509731056
11;47.99553826920785;43.92150499614066;47.6025760484887;51.188637055147595
12;48.935700237497585;43.60033885977203;47.449006751804745;51.18879308747877
13;49.05084396961677;43.275538685755606;47.30410070153;51.265716952834325
14;48.860271597391;43.10379007348398;47.187698751550855;51.28968702765845
15;48.9644857841672;42.92629932445622;47.140353975544244;51.347079601870774
16;49.05778035313124;42.90415332060206;47.097765451841155;51.40309059569163
17;49.00234676090731;42.81888566965631;46.98332496062826;51.29117802280793
18;48.93013528866774;42.7768394881372;47.032123870298705;51.436194162737465
19;48.869732563144886;42.67402858712298;46.97739670042055;51.47605131906613
20;48.86828266351728;42.4290333776289;46.877683699616554;51.550108728319906
21;48.58816195201635;42.33119593428645;46.84432680826649;51.4749469373398
22;48.42012127097506;42.12972598014473;46.70329317545554;51.398006879453334
23;48.57297277282983;42.14341563877184;46.72344724740537;51.49822106588115
24;48.7030512204345;42.13475715871851;46.706850016479606;51.56975262692089
25;48.73501610779599;42.21892788625401;46.70875790735779;51.51469354078369
26;48.85032892413847;42.27082629159381;46.75177890520285;51.545318134443455
27;48.91492827171229;42.280575674156914;46.76242544686678;51.565250194559354
28;48.75882754444037;42.22967755706975;46.76954700973511;51.62297735064321
29;49.172600672277646;42.364993193904574;46.83459512210926;51.707540764448
30;49.02855944024085;42.199603897974434;46.74677199451739;51.58478540975544
31;49.24231999348326;42.4154071170348;46.874984202312795;51.71483388361249
32;49.16310612394077;42.31872861513534;46.83800947214438;51.62680617119248
33;48.997901431865465;42.40536086120412;46.86201368744875;51.6395082189228
34;48.954762958990116;42.43178516522587;46.88458268199392;51.66863370440015
35;49.21015032729699;42.51022299265254;46.91610485207607;51.71614837844196
36;49.2691914627652;42.57992297563188;46.95845728144083;51.77764021504624
37;49.29010298859525;42.57482555101495;46.98492214273249;51.76847583281842
38;49.21268360311881;42.72287585693042;47.02722555900397;51.766845650867516
39;49.17735758475907;42.71639526836971;47.06897618082993;51.79786756453938
40;49.269948776947224;42.91375112853206;47.12706185742031;51.791523339234054
41;49.10311345482186;42.996522778265216;47.188816476825956;51.88625723193726
42;49.41156083127443;43.00492533958209;47.24511009186485;51.885433499413615
43;49.51467086526502;43.145662035963795;47.28505190357559;51.845067941194515
44;49.17038951940503;43.207087358434286;47.32801336975174;51.82239493634711
45;49.00652564969589;43.28461203821838;47.35737084724788;51.85830558647172
46;49.26085581609759;43.35798629071832;47.39734832897533;51.865095612302724
47;49.21029989117604;43.43733005966974;47.4456850017257;51.94863268958246
48;49.36798966049286;43.53850751589958;47.48702106695084;51.857633712488465
49;49.722176688354466;43.66761339433973;47.541053790796546;51.88663431273358
50;49.82693513705981;43.70908898158688;47.57423271062994;51.935186589827204
51;49.760735362922524;43.76399757896192;47.59735729850138;51.91632512750786
52;49.62752770689422;43.791576042953324;47.60983684729893;51.926205973786395
53;49.90103539417658;43.82067139175041;47.72444835903387;52.033421644513496
54;50.21788030523204;44.02528885052639;47.8823156134067;51.98487316383566
55;49.74715839180685;44.06596853937181;47.87577736574798;51.938651507749356
56;49.69538359299855;44.170282488391955;47.9265229130829;51.943402253501255
57;49.71402994325656;44.18076623093611;47.96791187529101;52.033246684410805
58;49.93251230349087;44.27998233353806;48.048330891036045;52.143467666732406
59;49.87353692474305;44.34051812352517;48.06823628922073;52.03757866323796
60;49.887549111428484;44.358782518659076;48.09693339271903;52.04076374563533
61;49.76659157180614;44.339769192107305;48.1176220390262;52.09670174179211
62;49.76751044352882;44.37326982406528;48.152566646192575;52.11870012198519
63;49.61355062450604;44.4220119846408;48.165094989682416;52.07516860680186
64;49.1468568180766;44.6206201927083;48.15979054551434;52.111913653054714
65;49.77701387383302;44.60584433184699;48.27981441343294;52.20455747920075
66;49.785023772634695;44.8035014646303;48.34547106594449;52.160350720870035
67;49.79255554667655;44.82550837997778;48.34376594683116;52.139773994645516
68;49.587261859291175;44.86343101557389;48.35751137215411;52.110925040513756
69;49.75651741737412;44.80480814837082;48.403482567887416;52.23456565869846
70;49.86993151282803;44.92154713357383;48.48521130817984;52.22184974529706
71;49.43281563797718;44.95355834988147;48.48483831317776;52.17722055831943
72;49.70904210084779;45.10576657957552;48.54657293747202;52.207595434000034
73;49.37512208617885;45.10707581031102;48.53164331231719;52.21697866964943
74;49.55236663482972;45.226201096105775;48.61712040035682;52.350465125163325
75;49.644807889274745;45.31481862517056;48.6488944986806;52.32395782311103
76;49.5166840722689;45.392191145369985;48.64982411179287;52.249476294702625
77;50.32122153337631;45.410975844362355;48.69167692696632;52.30402198965853
78;50.112130142414266;45.36744959096821;48.68406433123845;52.25366313660238
79;49.474478640238836;45.26327046751773;48.643189157245914;52.21546804465904
80;49.71165444114404;45.42764057009948;48.78157724544907;52.249127263191866
81;49.791315967845904;45.529600636064764;48.816520467645;52.19213598628746
82;49.55887787078039;45.46780826393921;48.82482129537703;52.246503444332056
83;49.85655055176482;45.49120147941919;48.865958153270476;52.29147113492689
84;50.060234128961774;45.716473963402166;48.91575909738604;52.28018132980391
85;50.042584549234704;45.650625912914855;48.935061030298144;52.29026050809171
86;50.021844933041535;45.577080197865016;48.91614151168243;52.28821825217509
87;50.0458591734932;45.59774930920916;48.94095996884904;52.28596208891543
88;50.33915600425752;45.88289425425953;49.016810729582815;52.24882976547776
89;50.0879734534758;45.83840575341168;48.990046867962846;52.24049565201631
90;49.51148879257338;45.86908007445068;48.97872959732314;52.286147848641335
91;49.806666897679825;46.21208932967236;49.104517267755554;52.231102843176636
92;49.63908534345644;45.907867819501746;49.076159770467505;52.32334163449064
93;49.6581325900351;46.227076231335296;49.13508709354577;52.308030117237266
94;49.44085543340661;46.00605859621591;49.12484655430688;52.323610604165964
95;49.701521245979066;45.88191785652021;49.13336243039233;52.371277928663
96;49.53137383692021;45.81934237920524;49.11357659876691;52.39621260520577
97;50.22596780620027;46.13719321487118;49.218019847883156;52.39227930430408
98;50.51343853444184;46.115822012683964;49.2302870898272;52.38675788313284
99;50.60841424162025;46.16273264428764;49.249042577518125;52.349271101347846
100;50.537842540459934;46.231089467958576;49.270904117639134;52.31064761175153
101;50.09796007078313;46.099261566476734;49.22787733980235;52.339739830355676
102;50.084026518005814;46.07797386398858;49.247859466620895;52.40124469532839
